# skilleye imu stream v1
# device=xiao_esp32c6 imu=mpu6050 addr=0x68
# rate_hz=200 accel_range_g=16 gyro_range_dps=2000 dlpf_hz=94
# units: accel in g, gyro in deg/s, t_us in microseconds since boot (monotonic)
# no shared clock with the camera -- tap the racket once before each take
# so both recordings share a spike to align on
seq,t_us,ax,ay,az,gx,gy,gz
0,1477622627,0.3569,-0.9116,0.1504,-23.29,-4.51,10.61
1,1477627629,0.3296,-0.9131,0.1558,-17.13,-4.15,12.38
2,1477632631,0.3066,-0.9121,0.1895,-11.89,-3.72,13.96
3,1477637628,0.2959,-0.9541,0.2290,-6.34,-3.29,15.18
4,1477642629,0.3091,-1.0811,0.2793,1.10,-2.99,15.67
5,1477647629,0.2773,-1.1426,0.2622,10.91,-3.05,14.63
6,1477652628,0.2456,-1.0972,0.2642,16.95,-2.87,12.62
7,1477657629,0.2651,-1.1001,0.2568,18.29,-2.07,10.30
8,1477662627,0.2695,-1.1133,0.1929,18.23,-1.46,7.38
9,1477667629,0.2642,-1.0840,0.1680,16.22,-1.04,3.96
10,1477672628,0.2612,-1.0430,0.1782,11.77,-0.18,0.43
11,1477677630,0.2642,-1.0039,0.1553,5.98,0.73,-2.99
12,1477682627,0.2593,-0.9624,0.1113,-0.37,1.10,-6.40
13,1477687627,0.2520,-0.9287,0.1255,-6.22,1.40,-9.45
14,1477692627,0.2324,-0.9033,0.1460,-10.85,1.65,-12.07
15,1477697627,0.2227,-0.8813,0.1436,-14.09,1.52,-14.57
16,1477702627,0.2144,-0.8623,0.1343,-15.85,1.16,-16.65
17,1477707627,0.2192,-0.8564,0.1514,-16.95,0.73,-18.54
18,1477712631,0.1904,-0.8604,0.1484,-17.93,0.24,-20.06
19,1477717627,0.1689,-0.8472,0.1479,-18.05,-0.30,-21.71
20,1477722631,0.1587,-0.8408,0.1509,-17.07,-1.04,-23.29
21,1477727628,0.1489,-0.8457,0.1733,-14.88,-2.01,-24.82
22,1477732629,0.1357,-0.8516,0.1938,-11.71,-2.99,-26.28
23,1477737628,0.1436,-0.8564,0.1812,-8.11,-3.96,-27.87
24,1477742631,0.1562,-0.8481,0.1724,-4.94,-5.06,-29.21
25,1477747628,0.1738,-0.8291,0.1699,-2.93,-6.16,-30.49
26,1477752629,0.1826,-0.8164,0.1445,-2.62,-7.26,-31.71
27,1477757629,0.1895,-0.7915,0.1069,-4.21,-8.35,-32.62
28,1477762629,0.2026,-0.7847,0.0918,-6.89,-9.45,-33.41
29,1477767628,0.1807,-0.7764,0.0503,-10.06,-10.30,-34.09
30,1477772629,0.1714,-0.7783,-0.1606,-15.18,-10.00,-35.12
31,1477777628,0.2832,-0.7803,-0.3184,-22.74,-8.17,-36.52
32,1477782629,0.3027,-0.8188,-0.3242,-26.46,-5.37,-38.17
33,1477787628,0.3662,-0.8726,-0.2305,-25.98,-2.01,-39.39
34,1477792630,0.3784,-0.9165,-0.1582,-21.83,0.85,-40.06
35,1477797629,0.3296,-0.9429,-0.0381,-15.37,2.93,-40.12
36,1477802627,0.2788,-0.9492,0.0698,-7.50,4.76,-39.27
37,1477807627,0.2700,-0.9653,0.1074,-1.04,6.22,-37.93
38,1477812627,0.2847,-0.9937,0.0889,2.62,7.44,-36.40
39,1477817627,0.3169,-1.0078,0.0610,4.09,8.96,-34.82
40,1477822627,0.3530,-0.9966,0.0327,4.39,10.73,-33.17
41,1477827630,0.3882,-0.9976,0.0156,4.21,12.80,-31.46
42,1477832629,0.4048,-1.0166,0.0122,4.70,14.88,-29.82
43,1477837628,0.4209,-1.0322,0.0225,5.55,16.46,-27.87
44,1477842629,0.4600,-1.0303,0.0396,7.20,17.44,-25.98
45,1477847997,0.4888,-1.0225,0.0654,8.84,17.99,-24.02
46,1477852629,0.5098,-1.0288,0.0947,10.06,17.99,-21.95
47,1477857630,0.5239,-1.0361,0.1265,10.85,17.99,-19.70
48,1477862629,0.5059,-0.9731,0.1616,11.22,17.80,-17.74
49,1477867628,0.4775,-0.9658,0.1807,10.79,17.93,-16.52
50,1477872629,0.4541,-1.0132,0.2036,9.76,17.99,-15.30
51,1477877628,0.4717,-1.0259,0.2153,8.84,18.66,-14.21
52,1477882629,0.4541,-1.0713,0.1758,7.62,19.09,-13.11
53,1477887629,0.4712,-1.0693,0.1636,6.10,18.96,-11.95
54,1477892629,0.4941,-1.0596,0.1641,4.09,18.66,-10.85
55,1477897630,0.5015,-1.0469,0.1768,1.59,18.29,-9.57
56,1477902629,0.4858,-1.0010,0.2163,-1.22,17.87,-8.17
57,1477907627,0.4614,-0.9565,0.1978,-3.11,17.80,-7.13
58,1477912629,0.4429,-0.9814,0.1641,-4.39,17.56,-5.79
59,1477917630,0.4395,-0.9365,0.1895,-4.94,17.32,-4.63
60,1477922629,0.4292,-0.8931,0.1685,-5.12,17.13,-3.35
61,1477927627,0.3950,-0.8511,0.1626,-4.63,17.01,-2.26
62,1477932630,0.3647,-0.8271,0.1528,-3.54,16.34,-1.10
63,1477937629,0.3896,-0.7705,0.0996,-2.56,15.73,0.43
64,1477942628,0.3970,-0.7607,0.0825,-3.17,14.94,2.01
65,1477947627,0.4072,-0.7959,0.0815,-3.84,13.72,4.09
66,1477952629,0.4263,-0.8311,0.1021,-4.63,12.38,6.04
67,1477957629,0.5005,-0.8228,0.1108,-5.00,11.16,7.80
68,1477962628,0.5059,-0.8247,0.1157,-7.74,10.61,9.21
69,1477967629,0.4614,-0.8623,0.1353,-12.01,10.24,10.49
70,1477972627,0.4233,-0.8960,0.1816,-16.52,10.06,11.52
71,1477977629,0.4141,-0.8936,0.1670,-21.28,9.76,12.38
72,1477982628,0.4858,-0.8491,0.2080,-28.96,9.88,12.87
73,1477987627,0.4448,-0.8545,0.2935,-36.16,10.18,13.05
74,1477992629,0.3252,-0.8496,0.2896,-42.62,10.61,13.35
75,1477997631,0.2988,-0.8525,0.2300,-50.30,10.55,13.66
76,1478002628,0.3066,-0.8555,0.2539,-57.01,10.43,13.66
77,1478007629,0.3306,-0.8604,0.3091,-61.46,10.18,13.29
78,1478012627,0.3975,-0.8701,0.3003,-64.09,9.45,12.87
79,1478017629,0.4424,-0.9180,0.2593,-65.85,7.87,12.38
80,1478022628,0.4946,-0.9302,0.2622,-67.93,5.85,12.32
81,1478027627,0.4849,-0.9180,0.2861,-71.34,3.29,12.13
82,1478032629,0.4790,-0.8984,0.2993,-75.73,0.67,12.20
83,1478037631,0.3989,-0.8633,0.2886,-81.40,-2.26,12.87
84,1478042627,0.4307,-0.8735,0.2891,-87.68,-5.12,13.96
85,1478047628,0.3257,-0.8955,0.3481,-91.71,-7.62,14.88
86,1478052629,0.2344,-0.9126,0.3750,-94.09,-9.51,16.04
