frame_index,wall_clock_us
0,1787219242965859
1,1787219242975187
2,1787219242999078
3,1787219243030832
4,1787219243062876
5,1787219243095752
6,1787219243127622
7,1787219243159934
8,1787219243206663
9,1787219243238735
10,1787219243268786
11,1787219243302559
12,1787219243336131
13,1787219243366486
14,1787219243399355
15,1787219243430840
16,1787219243462577
17,1787219243494125
18,1787219243526099
19,1787219243558791
20,1787219243605959
21,1787219243638025
22,1787219243669463
23,1787219243702498
24,1787219243735163
25,1787219243766777
26,1787219243798358
27,1787219243830283
28,1787219243862491
29,1787219243895034
30,1787219243926495
31,1787219243958490
32,1787219244006101
33,1787219244038219
34,1787219244069843
35,1787219244101764
36,1787219244134377
37,1787219244166333
38,1787219244197701
39,1787219244229902
40,1787219244259919
41,1787219244294700
42,1787219244327019
43,1787219244359249
44,1787219244406641
45,1787219244438624
46,1787219244469655
47,1787219244502682
48,1787219244534308
49,1787219244566331
50,1787219244598770
51,1787219244630670
52,1787219244661745
53,1787219244694283
54,1787219244725565
55,1787219244757631
56,1787219244806108
57,1787219244838162
58,1787219244869798
59,1787219244901583
60,1787219244934614
61,1787219244965730
62,1787219244994843
63,1787219245028237
64,1787219245062244
65,1787219245093998
66,1787219245125911
67,1787219245158095
68,1787219245206064
69,1787219245238020
70,1787219245269635
71,1787219245301722
72,1787219245334322
73,1787219245366378
74,1787219245398085
75,1787219245429516
76,1787219245464943
77,1787219245494642
78,1787219245525678
79,1787219245557649
80,1787219245606709
81,1787219245638509
82,1787219245670228
83,1787219245702514
84,1787219245733949
85,1787219245767243
86,1787219245797483
87,1787219245830670
88,1787219245864822
89,1787219245895166
90,1787219245925722
91,1787219245958131
92,1787219246005729
93,1787219246037823
94,1787219246070281
95,1787219246101918
96,1787219246134355
97,1787219246166689
98,1787219246197891
99,1787219246229902
100,1787219246261988
101,1787219246294602
102,1787219246324453
103,1787219246357781
104,1787219246406343
105,1787219246438022
106,1787219246469584
107,1787219246502236
108,1787219246539073
109,1787219246567550
110,1787219246598608
111,1787219246631313
112,1787219246662246
113,1787219246693949
114,1787219246725890
115,1787219246758091
116,1787219246806009
117,1787219246837654
118,1787219246869665
119,1787219246902354
120,1787219246934900
121,1787219246966270
122,1787219246998113
123,1787219247030279
124,1787219247062207
125,1787219247094731
126,1787219247125790
127,1787219247158258
128,1787219247206865
129,1787219247237879
130,1787219247269720
131,1787219247302281
132,1787219247334162
133,1787219247366475
134,1787219247397821
135,1787219247430492
136,1787219247462571
137,1787219247494040
138,1787219247526415
139,1787219247558066
140,1787219247605934
141,1787219247637984
142,1787219247669929
143,1787219247702803
144,1787219247735872
145,1787219247767388
146,1787219247797790
147,1787219247829709
148,1787219247861689
149,1787219247894505
150,1787219247925941
151,1787219247958446
152,1787219248005990
153,1787219248037999
154,1787219248071130
155,1787219248102581
156,1787219248134864
157,1787219248168097
158,1787219248198368
159,1787219248230232
160,1787219248262233
161,1787219248293972
162,1787219248325369
163,1787219248357805
164,1787219248406213
165,1787219248437781
166,1787219248469811
167,1787219248502519
168,1787219248536209
169,1787219248566097
170,1787219248597645
171,1787219248630572
172,1787219248662594
173,1787219248694331
174,1787219248725946
175,1787219248757768
176,1787219248804222
177,1787219248838487
178,1787219248870235
179,1787219248903485
180,1787219248937931
181,1787219248967868
182,1787219249000649
183,1787219249030684
184,1787219249062735
185,1787219249094068
186,1787219249126101
187,1787219249158670
188,1787219249206796
