frame_index,wall_clock_us
0,1787218853591669
1,1787218853601087
2,1787218853621134
3,1787218853651512
4,1787218853698930
5,1787218853730896
6,1787218853763935
7,1787218853794924
8,1787218853827700
9,1787218853858482
10,1787218853890051
11,1787218853922610
12,1787218853956208
13,1787218853986722
14,1787218854019469
15,1787218854050787
16,1787218854099038
17,1787218854130955
18,1787218854162384
19,1787218854194679
20,1787218854226395
21,1787218854258349
22,1787218854290471
23,1787218854322373
24,1787218854354691
25,1787218854386739
26,1787218854418798
27,1787218854451197
28,1787218854499010
29,1787218854530621
30,1787218854562211
31,1787218854594681
32,1787218854627371
33,1787218854658809
34,1787218854689728
35,1787218854721668
36,1787218854754407
37,1787218854786452
38,1787218854818471
39,1787218854850630
40,1787218854898227
41,1787218854930219
42,1787218854963187
43,1787218854993300
44,1787218855026081
45,1787218855059296
46,1787218855090281
47,1787218855122096
48,1787218855154480
49,1787218855185886
50,1787218855217660
51,1787218855250375
52,1787218855297805
53,1787218855329828
54,1787218855360865
55,1787218855393905
56,1787218855425902
57,1787218855457470
58,1787218855489991
59,1787218855522699
60,1787218855554088
61,1787218855586303
62,1787218855617974
63,1787218855649505
64,1787218855698175
65,1787218855730021
66,1787218855761705
67,1787218855793868
68,1787218855825564
69,1787218855857909
70,1787218855888686
71,1787218855922370
72,1787218855953724
73,1787218855986328
74,1787218856022354
75,1787218856050027
76,1787218856099672
77,1787218856130746
78,1787218856162573
79,1787218856194127
80,1787218856226176
81,1787218856258333
82,1787218856290184
83,1787218856346242
84,1787218856355493
85,1787218856386651
86,1787218856415589
87,1787218856450731
88,1787218856498699
89,1787218856530570
90,1787218856561166
91,1787218856593514
92,1787218856626602
93,1787218856658444
94,1787218856690363
95,1787218856721587
96,1787218856753914
97,1787218856786166
98,1787218856817244
99,1787218856849722
100,1787218856899751
101,1787218856930377
102,1787218856962245
103,1787218856994819
104,1787218857025789
105,1787218857058812
106,1787218857089892
107,1787218857121576
108,1787218857154588
109,1787218857185855
110,1787218857218932
111,1787218857250743
112,1787218857298092
113,1787218857329995
114,1787218857362349
115,1787218857394187
116,1787218857426225
117,1787218857457809
118,1787218857490295
119,1787218857522308
120,1787218857554878
121,1787218857585981
122,1787218857618684
123,1787218857650746
124,1787218857698508
125,1787218857729509
126,1787218857761202
127,1787218857794393
128,1787218857826071
129,1787218857857988
130,1787218857889572
131,1787218857921774
132,1787218857953908
133,1787218857986928
134,1787218858017936
135,1787218858050556
136,1787218858097504
137,1787218858130072
138,1787218858161873
139,1787218858193578
140,1787218858226954
141,1787218858258667
142,1787218858289958
143,1787218858323004
144,1787218858355162
145,1787218858387173
146,1787218858418347
147,1787218858450276
148,1787218858498807
149,1787218858530751
150,1787218858562298
151,1787218858595062
152,1787218858627817
153,1787218858658395
154,1787218858693422
155,1787218858722943
156,1787218858754395
157,1787218858783565
158,1787218858818450
159,1787218858849865
160,1787218858897803
161,1787218858930333
162,1787218858961789
163,1787218858996078
164,1787218859028210
165,1787218859058627
166,1787218859090180
167,1787218859122398
168,1787218859153585
169,1787218859186140
170,1787218859217713
171,1787218859250277
172,1787218859297861
173,1787218859330722
174,1787218859363509
175,1787218859393625
176,1787218859425901
177,1787218859459979
178,1787218859490635
179,1787218859522663
180,1787218859556072
181,1787218859586789
182,1787218859616730
183,1787218859648669
184,1787218859698209
185,1787218859732555
186,1787218859761520
187,1787218859794091
188,1787218859826363
189,1787218859858727
190,1787218859889712
191,1787218859926433
192,1787218859954802
193,1787218859987023
194,1787218860020641
195,1787218860050635
196,1787218860100630
197,1787218860130146
198,1787218860162027
199,1787218860194513
200,1787218860226633
201,1787218860258975
202,1787218860290531
203,1787218860325504
204,1787218860354792
205,1787218860386596
206,1787218860421548
207,1787218860450132
208,1787218860500648
209,1787218860530840
210,1787218860562569
211,1787218860593973
212,1787218860626845
213,1787218860658598
214,1787218860692087
215,1787218860722867
216,1787218860755392
217,1787218860786589
218,1787218860819678
219,1787218860851032
220,1787218860900190
221,1787218860930188
222,1787218860962296
223,1787218860995050
224,1787218861026981
225,1787218861058026
226,1787218861090568
227,1787218861125418
228,1787218861154419
229,1787218861186301
230,1787218861220472
231,1787218861250254
232,1787218861299868
233,1787218861330664
234,1787218861361135
235,1787218861394243
236,1787218861426317
237,1787218861458058
238,1787218861490332
239,1787218861525411
240,1787218861554602
241,1787218861586063
242,1787218861622452
243,1787218861651350
244,1787218861700620
245,1787218861730492
246,1787218861762630
247,1787218861794135
248,1787218861827091
249,1787218861858881
250,1787218861890541
251,1787218861927088
252,1787218861955400
253,1787218861986978
254,1787218862019922
