frame_index,wall_clock_us
0,1787219024039812
1,1787219024049623
2,1787219024072534
3,1787219024104722
4,1787219024137122
5,1787219024169087
6,1787219024217262
7,1787219024249908
8,1787219024280146
9,1787219024312707
10,1787219024344741
11,1787219024376771
12,1787219024410987
13,1787219024440371
14,1787219024472603
15,1787219024505409
16,1787219024536795
17,1787219024568241
18,1787219024617048
19,1787219024649100
20,1787219024682575
21,1787219024712608
22,1787219024743656
23,1787219024777010
24,1787219024808962
25,1787219024840370
26,1787219024872399
27,1787219024905007
28,1787219024936855
29,1787219024969067
30,1787219025017195
31,1787219025049051
32,1787219025079747
33,1787219025112171
34,1787219025144198
35,1787219025176134
36,1787219025208774
37,1787219025240095
38,1787219025272526
39,1787219025304380
40,1787219025336291
41,1787219025368462
42,1787219025415982
43,1787219025447894
44,1787219025479292
45,1787219025513484
46,1787219025544197
47,1787219025576530
48,1787219025608055
49,1787219025639481
50,1787219025674776
51,1787219025704084
52,1787219025735784
53,1787219025767630
54,1787219025817587
55,1787219025849669
56,1787219025880404
57,1787219025911682
58,1787219025944077
59,1787219025975841
60,1787219026007901
61,1787219026040000
62,1787219026072224
63,1787219026102380
64,1787219026134969
65,1787219026168003
66,1787219026215690
67,1787219026248279
68,1787219026275897
69,1787219026309576
70,1787219026343759
71,1787219026375593
72,1787219026408214
73,1787219026439795
74,1787219026467800
75,1787219026505470
76,1787219026536823
77,1787219026567762
78,1787219026613813
79,1787219026646778
80,1787219026680433
81,1787219026712345
82,1787219026744008
83,1787219026774958
84,1787219026812331
85,1787219026840046
86,1787219026872156
87,1787219026903824
88,1787219026936293
89,1787219026968963
90,1787219027016719
91,1787219027047254
92,1787219027080602
93,1787219027111897
94,1787219027143413
95,1787219027176554
96,1787219027208550
97,1787219027238321
98,1787219027272468
99,1787219027300266
100,1787219027333968
101,1787219027363885
102,1787219027415775
103,1787219027447630
104,1787219027479751
105,1787219027512246
106,1787219027544508
107,1787219027576481
108,1787219027608802
109,1787219027640456
110,1787219027672443
111,1787219027704312
112,1787219027737951
113,1787219027768223
114,1787219027816618
115,1787219027848510
116,1787219027880467
117,1787219027911957
118,1787219027943988
119,1787219027975968
120,1787219028008107
121,1787219028041585
122,1787219028072365
123,1787219028104682
124,1787219028136074
125,1787219028168325
126,1787219028215929
127,1787219028248008
128,1787219028280682
129,1787219028312143
130,1787219028344126
131,1787219028376178
132,1787219028408468
133,1787219028440141
134,1787219028472303
135,1787219028503805
136,1787219028536243
137,1787219028568396
138,1787219028616417
139,1787219028647578
140,1787219028678439
141,1787219028711789
142,1787219028743413
143,1787219028776537
144,1787219028809162
145,1787219028840804
146,1787219028872510
147,1787219028904845
148,1787219028935570
149,1787219028967580
150,1787219029016683
151,1787219029047606
152,1787219029079489
153,1787219029113155
154,1787219029144550
155,1787219029175871
156,1787219029209441
157,1787219029239747
