frame_index,wall_clock_us
0,1787219051898934
1,1787219051906876
2,1787219051916586
3,1787219051945844
4,1787219051977393
5,1787219052009692
6,1787219052041504
7,1787219052073440
8,1787219052105739
9,1787219052138960
10,1787219052169717
11,1787219052219164
12,1787219052253431
13,1787219052283745
14,1787219052313846
15,1787219052345684
16,1787219052376367
17,1787219052409247
18,1787219052441254
19,1787219052473230
20,1787219052505082
21,1787219052536857
22,1787219052569019
23,1787219052617665
24,1787219052650588
25,1787219052680092
26,1787219052713915
27,1787219052745718
28,1787219052776951
29,1787219052809464
30,1787219052841371
31,1787219052873503
32,1787219052904557
33,1787219052936492
34,1787219052968476
35,1787219053016327
36,1787219053049707
37,1787219053080548
38,1787219053112503
39,1787219053144562
40,1787219053177068
41,1787219053209114
42,1787219053240105
43,1787219053272429
44,1787219053304469
45,1787219053336607
46,1787219053368673
47,1787219053417122
48,1787219053449072
49,1787219053481146
50,1787219053511461
51,1787219053544740
52,1787219053576263
53,1787219053608756
54,1787219053641196
55,1787219053672548
56,1787219053704256
57,1787219053736754
58,1787219053768156
59,1787219053816740
60,1787219053849445
61,1787219053881427
62,1787219053911754
63,1787219053943920
64,1787219053975914
65,1787219054009179
66,1787219054041007
67,1787219054072983
68,1787219054104518
69,1787219054137009
70,1787219054168852
71,1787219054216934
72,1787219054249522
73,1787219054278283
74,1787219054312028
75,1787219054344985
76,1787219054376840
77,1787219054408402
78,1787219054440530
79,1787219054472727
80,1787219054502783
81,1787219054533096
82,1787219054568279
83,1787219054616872
84,1787219054649419
85,1787219054681067
86,1787219054712668
87,1787219054744717
88,1787219054772710
89,1787219054808275
90,1787219054840300
91,1787219054872502
92,1787219054905391
93,1787219054936272
94,1787219054968167
95,1787219055016650
96,1787219055049359
97,1787219055081019
98,1787219055112903
99,1787219055144894
100,1787219055177500
101,1787219055208970
102,1787219055240989
103,1787219055272688
104,1787219055305039
105,1787219055337223
106,1787219055369177
107,1787219055416392
108,1787219055448609
109,1787219055480221
110,1787219055513023
111,1787219055544624
112,1787219055576889
113,1787219055608399
114,1787219055640404
115,1787219055672487
116,1787219055704957
117,1787219055736590
118,1787219055768958
119,1787219055816459
120,1787219055849904
121,1787219055881613
122,1787219055913077
123,1787219055944653
124,1787219055976818
125,1787219056008519
126,1787219056041354
127,1787219056072142
128,1787219056104760
129,1787219056136519
130,1787219056168729
131,1787219056216467
132,1787219056249296
133,1787219056280488
134,1787219056312574
135,1787219056344666
136,1787219056376660
137,1787219056409186
138,1787219056439385
139,1787219056473520
140,1787219056504603
141,1787219056536948
142,1787219056569057
143,1787219056618426
144,1787219056648816
145,1787219056680693
146,1787219056712887
147,1787219056745075
148,1787219056778387
149,1787219056808546
150,1787219056842060
