# skilleye imu stream v1
# device=xiao_esp32c6 imu=mpu6050 addr=0x68
# rate_hz=200 accel_range_g=16 gyro_range_dps=2000 dlpf_hz=94
# units: accel in g, gyro in deg/s, t_us in microseconds since boot (monotonic)
# no shared clock with the camera -- tap the racket once before each take
# so both recordings share a spike to align on
seq,t_us,ax,ay,az,gx,gy,gz
0,1572152629,0.6748,-0.6777,1.1138,35.12,-75.61,-70.12
1,1572157631,0.6968,-0.6328,1.0635,35.49,-81.10,-77.68
2,1572162629,0.7246,-0.5854,0.9961,36.10,-85.79,-84.15
3,1572167629,0.7476,-0.5415,0.9326,37.07,-89.33,-89.51
4,1572172628,0.7725,-0.4946,0.8696,38.41,-92.13,-93.96
5,1572177629,0.7842,-0.4409,0.7998,39.63,-93.96,-97.50
6,1572182628,0.7861,-0.3853,0.7290,40.43,-95.12,-100.18
7,1572187629,0.7725,-0.3433,0.6641,40.12,-95.30,-101.95
8,1572192628,0.7695,-0.2900,0.5942,38.66,-94.82,-102.99
9,1572197630,0.7769,-0.2339,0.5195,36.22,-93.54,-103.17
10,1572202628,0.8018,-0.1724,0.4502,32.68,-91.22,-102.62
11,1572207629,0.8228,-0.1191,0.3867,28.23,-88.35,-101.22
12,1572212629,0.8403,-0.0518,0.3208,23.17,-84.45,-98.96
13,1572217629,0.8564,0.0137,0.2588,17.80,-79.45,-95.91
14,1572222628,0.8672,0.0718,0.2002,12.93,-73.78,-91.89
15,1572227629,0.9004,0.1201,0.1533,8.54,-67.01,-86.83
16,1572232630,0.9277,0.1631,0.0981,5.55,-59.45,-80.67
17,1572237629,0.9482,0.1948,0.0425,4.02,-51.16,-73.29
18,1572242630,0.9575,0.2202,-0.0024,4.15,-41.89,-64.70
19,1572247629,0.9585,0.2510,-0.0454,5.73,-32.20,-54.94
20,1572252630,0.9648,0.2808,-0.0776,8.17,-21.77,-44.21
21,1572257629,0.9844,0.3062,-0.1113,11.40,-10.91,-32.80
22,1572262628,1.0146,0.3057,-0.1167,14.88,0.12,-20.73
23,1572267629,1.0498,0.2593,-0.0933,18.41,11.65,-8.17
24,1572272629,1.0889,0.2212,-0.0757,21.04,23.48,5.12
25,1572277630,1.1143,0.1968,-0.0635,22.13,35.00,18.35
26,1572282628,1.0996,0.1694,-0.0342,20.98,45.98,30.85
27,1572287629,1.0513,0.1392,0.0205,16.16,56.28,42.44
28,1572292629,1.0059,0.1367,0.0591,7.62,65.49,52.68
29,1572297629,0.9639,0.1143,0.1348,-4.45,73.90,61.28
30,1572302628,0.9395,0.0732,0.2158,-18.96,81.16,68.60
31,1572307629,0.9297,0.0366,0.2817,-35.00,86.16,74.70
32,1572312629,0.9272,-0.0229,0.3726,-51.16,92.01,79.63
33,1572317629,0.9082,-0.0781,0.4487,-67.01,95.98,83.66
34,1572322627,0.8809,-0.1294,0.5117,-81.59,98.35,85.91
35,1572327802,0.8564,-0.1821,0.5781,-94.45,99.39,87.07
36,1572332629,0.8228,-0.2466,0.6519,-104.63,98.66,88.29
37,1572337628,0.7720,-0.3223,0.7334,-111.46,96.59,87.26
38,1572342631,0.7144,-0.4033,0.8130,-113.96,92.62,85.18
39,1572347627,0.6455,-0.4966,0.9116,-112.01,87.44,81.22
40,1572352629,0.5654,-0.5776,0.9995,-105.85,80.67,75.98
41,1572357629,0.4819,-0.6543,1.0825,-95.79,72.20,69.21
42,1572362629,0.4395,-0.7314,1.1763,-82.56,62.68,60.85
43,1572367758,0.4219,-0.7852,1.2358,-67.32,52.07,51.16
44,1572372629,0.4136,-0.8271,1.2954,-50.73,40.85,40.30
45,1572377628,0.3989,-0.8604,1.3335,-34.15,28.96,28.54
46,1572382629,0.3965,-0.8804,1.3486,-18.11,16.95,16.28
47,1572387627,0.4141,-0.8735,1.3501,-3.72,4.76,3.84
48,1572392629,0.4492,-0.8550,1.3335,9.02,-7.13,-8.60
49,1572397628,0.4932,-0.8223,1.3066,19.21,-18.48,-20.67
50,1572402629,0.5161,-0.7881,1.2739,26.89,-29.21,-32.07
51,1572407627,0.5249,-0.7466,1.2261,32.32,-39.09,-42.74
52,1572412629,0.5522,-0.7056,1.1572,36.04,-48.11,-52.26
53,1572417628,0.5840,-0.6636,1.1025,38.23,-56.22,-60.61
54,1572422629,0.6016,-0.6045,1.0288,38.48,-63.17,-67.68
55,1572427627,0.6353,-0.5400,0.9600,36.95,-69.21,-73.84
56,1572432631,0.6748,-0.4736,0.8950,33.60,-74.09,-78.90
57,1572437627,0.6997,-0.4116,0.8315,29.21,-77.74,-83.05
58,1572442627,0.7402,-0.3516,0.7476,24.21,-80.30,-85.73
59,1572447628,0.7710,-0.2983,0.6855,18.72,-81.71,-87.50
60,1572452629,0.7998,-0.2378,0.6318,13.17,-82.26,-88.11
61,1572457629,0.8354,-0.1855,0.5796,7.87,-81.52,-87.62
62,1572462627,0.8682,-0.1240,0.5215,3.54,-79.76,-86.10
63,1572468109,0.8965,-0.0649,0.4658,0.55,-77.13,-83.41
64,1572472630,0.9272,-0.0181,0.4053,-0.43,-73.41,-79.88
65,1572477628,0.9556,0.0200,0.3672,0.67,-68.90,-75.12
66,1572482629,0.9858,0.0542,0.3218,3.72,-63.66,-69.09
67,1572487696,1.0176,0.0757,0.2915,8.48,-57.56,-62.07
68,1572492627,1.0664,0.0859,0.2686,14.27,-50.67,-54.09
69,1572497630,1.1016,0.0923,0.2539,20.37,-43.23,-45.24
70,1572502627,1.1128,0.0874,0.2490,25.79,-35.49,-35.85
71,1572508210,1.1089,0.0815,0.2271,30.24,-25.98,-24.27
72,1572512629,1.0742,0.1113,0.2051,30.91,-19.70,-16.77
73,1572517629,1.0142,0.1313,0.1919,28.78,-12.32,-7.87
74,1572522628,0.9814,0.1255,0.2061,23.05,-5.30,0.06
75,1572527629,0.9722,0.1069,0.2271,14.94,1.46,7.50
76,1572532630,0.9600,0.1030,0.2319,4.88,7.74,14.39
77,1572537629,0.9194,0.0913,0.2563,-5.79,13.48,20.55
78,1572542628,0.8872,0.0708,0.2729,-16.10,18.41,26.16
79,1572547630,0.8657,0.0601,0.2969,-25.18,22.74,31.10
80,1572552629,0.8486,0.0386,0.3296,-32.56,26.40,35.49
81,1572557629,0.8394,0.0034,0.3687,-37.80,29.82,39.63
82,1572562628,0.8423,-0.0293,0.4038,-40.61,32.74,43.29
83,1572567629,0.8506,-0.0713,0.4482,-41.04,35.00,46.52
84,1572572629,0.8433,-0.1172,0.4976,-39.82,36.71,49.39
85,1572577629,0.8296,-0.1523,0.5376,-37.44,37.80,51.52
86,1572582628,0.7886,-0.1821,0.5693,-34.70,37.99,52.68
87,1572587629,0.7446,-0.2100,0.6104,-31.89,37.38,52.80
88,1572592629,0.7012,-0.2437,0.6562,-28.90,36.04,52.01
89,1572597629,0.6724,-0.2773,0.7002,-25.85,34.09,50.24
90,1572602664,0.6558,-0.3105,0.7354,-22.01,31.59,47.80
91,1572607629,0.6475,-0.3501,0.7686,-17.80,28.60,44.88
92,1572612629,0.6553,-0.3843,0.8081,-12.68,25.18,41.46
93,1572617629,0.6577,-0.4077,0.8301,-7.26,21.52,37.80
94,1572622628,0.6675,-0.4307,0.8477,-1.52,17.68,33.96
95,1572627629,0.6802,-0.4448,0.8711,3.90,13.66,29.70
96,1572632629,0.6880,-0.4521,0.8784,8.60,9.57,25.37
97,1572637629,0.6943,-0.4604,0.8887,12.20,5.24,20.85
98,1572642630,0.6875,-0.4590,0.8955,14.51,1.10,16.40
99,1572647917,0.7012,-0.4609,0.8887,15.85,-3.05,11.83
100,1572652629,0.7124,-0.4624,0.8774,15.91,-7.26,7.38
101,1572657628,0.7295,-0.4551,0.8735,14.88,-11.28,2.99
102,1572662629,0.7432,-0.4458,0.8594,12.80,-14.88,-1.16
103,1572667627,0.7593,-0.4331,0.8457,9.94,-18.35,-5.00
104,1572672631,0.7573,-0.4233,0.8237,6.89,-21.59,-8.54
105,1572677628,0.7681,-0.4106,0.8018,3.84,-24.51,-11.77
106,1572682629,0.7783,-0.3940,0.7783,1.59,-27.01,-14.57
107,1572687627,0.7910,-0.3750,0.7661,0.12,-29.15,-16.95
108,1572692629,0.8027,-0.3555,0.7393,-0.49,-30.98,-18.90
109,1572697628,0.8184,-0.3335,0.7109,0.18,-32.38,-20.30
110,1572702630,0.8394,-0.3184,0.6831,1.95,-33.41,-21.28
111,1572707627,0.8628,-0.2993,0.6646,4.57,-33.84,-21.46
112,1572712629,0.8774,-0.2773,0.6401,7.80,-34.02,-21.28
113,1572717628,0.8994,-0.2598,0.6172,11.40,-33.84,-20.67
114,1572722629,0.9082,-0.2397,0.5884,14.70,-33.29,-19.70
115,1572727629,0.9072,-0.2158,0.5630,17.50,-32.32,-18.35
116,1572732628,0.9131,-0.1973,0.5449,19.45,-31.10,-16.77
117,1572737630,0.9175,-0.1831,0.5254,20.43,-29.63,-14.94
118,1572742629,0.9185,-0.1714,0.5010,20.49,-27.74,-12.93
119,1572747629,0.9146,-0.1533,0.4868,19.70,-25.73,-10.67
120,1572752628,0.9062,-0.1343,0.4678,18.29,-23.60,-8.48
121,1572757629,0.8970,-0.1157,0.4448,16.28,-21.10,-6.10
122,1572762629,0.8901,-0.1089,0.4355,14.15,-18.60,-3.41
123,1572768093,0.8872,-0.1025,0.4243,11.71,-16.04,-0.73
124,1572772764,0.8877,-0.1064,0.4116,9.39,-13.23,2.13
125,1572777728,0.8931,-0.1191,0.4077,7.26,-10.49,5.18
126,1572782629,0.8828,-0.1143,0.4126,4.76,-7.56,8.23
127,1572787628,0.8716,-0.1113,0.4087,2.07,-4.94,11.04
128,1572792629,0.8638,-0.1255,0.4141,-0.85,-2.32,13.72
129,1572797629,0.8604,-0.1328,0.4248,-3.96,0.12,16.10
130,1572802629,0.8398,-0.1387,0.4365,-6.95,2.32,18.23
131,1572807722,0.8247,-0.1616,0.4429,-9.88,4.15,20.06
132,1572812629,0.8223,-0.1763,0.4590,-12.38,5.98,21.71
133,1572817627,0.8154,-0.1895,0.4800,-14.51,7.26,22.99
134,1572822629,0.8062,-0.1982,0.4927,-16.10,8.60,24.09
135,1572827628,0.8076,-0.2090,0.5112,-16.83,9.70,24.88
136,1572832631,0.8022,-0.2217,0.5186,-16.77,10.49,25.55
137,1572838131,0.7920,-0.2319,0.5356,-15.37,11.16,25.91
138,1572842629,0.7871,-0.2480,0.5513,-13.23,11.59,26.22
139,1572847629,0.8032,-0.2695,0.5693,-10.18,12.07,26.40
140,1572852627,0.8037,-0.2827,0.5796,-6.77,12.20,26.52
141,1572857628,0.7959,-0.2944,0.5859,-3.54,12.07,26.46
142,1572862631,0.7817,-0.3042,0.5981,-0.61,11.89,25.85
143,1572867627,0.7739,-0.3174,0.6094,1.22,11.46,25.30
144,1572872631,0.7798,-0.3291,0.6304,2.32,10.98,24.27
145,1572877628,0.7769,-0.3403,0.6333,2.50,10.06,22.80
146,1572882629,0.7627,-0.3472,0.6475,2.01,9.33,21.40
147,1572887627,0.7520,-0.3506,0.6553,0.91,8.05,19.45
