# skilleye imu stream v1
# device=xiao_esp32c6 imu=mpu6050 addr=0x68
# rate_hz=200 accel_range_g=16 gyro_range_dps=2000 dlpf_hz=94
# units: accel in g, gyro in deg/s, t_us in microseconds since boot (monotonic)
# no shared clock with the camera -- tap the racket once before each take
# so both recordings share a spike to align on
seq,t_us,ax,ay,az,gx,gy,gz
0,1419732629,0.6157,0.8931,0.2822,2.93,6.65,13.54
1,1419737635,0.6211,0.8794,0.2803,0.00,7.26,13.23
2,1419742629,0.6172,0.8662,0.2817,-2.87,8.05,12.87
3,1419747627,0.6113,0.8579,0.2842,-5.43,8.96,12.44
4,1419752627,0.6035,0.8481,0.2871,-7.44,9.70,12.13
5,1419757627,0.6001,0.8335,0.2959,-8.78,10.73,11.65
6,1419762627,0.5996,0.8281,0.2988,-9.39,11.34,11.10
7,1419767627,0.5957,0.8086,0.3096,-9.57,11.89,10.55
8,1419772627,0.5977,0.8076,0.3101,-9.15,12.07,9.94
9,1419777627,0.5972,0.8008,0.3174,-8.48,12.20,9.33
10,1419782627,0.5952,0.7993,0.3169,-7.62,12.01,8.78
11,1419787631,0.5923,0.7949,0.3232,-6.59,11.77,8.05
12,1419792629,0.5869,0.7910,0.3315,-5.37,11.22,7.26
13,1419797629,0.5767,0.7905,0.3354,-4.15,10.79,6.52
14,1419802628,0.5693,0.7949,0.3340,-3.05,10.24,5.98
15,1419807629,0.5728,0.8042,0.3286,-2.44,9.51,5.49
16,1419812629,0.5723,0.8086,0.3237,-2.38,8.78,5.00
17,1419817629,0.5601,0.8096,0.3276,-2.93,8.11,4.57
18,1419822629,0.5605,0.8276,0.3076,-3.60,7.07,4.02
19,1419827629,0.5527,0.8003,0.3413,-4.27,6.28,3.41
20,1419832629,0.5498,0.8062,0.3237,-5.37,5.79,3.23
21,1419837627,0.5596,0.8315,0.3213,-6.89,5.30,2.74
22,1419842631,0.5830,0.8530,0.3110,-7.93,4.82,2.01
23,1419847627,0.5635,0.8477,0.3203,-8.41,4.39,1.28
24,1419852627,0.5425,0.8203,0.3335,-8.48,4.15,0.55
25,1419857629,0.5312,0.7817,0.3062,-8.17,3.78,0.43
26,1419862631,0.5122,0.8062,0.3086,-7.56,3.66,0.55
27,1419867629,0.5020,0.8281,0.3086,-6.83,3.84,0.79
28,1419872629,0.4976,0.8311,0.2910,-5.91,4.09,0.85
29,1419877650,0.4966,0.8306,0.2974,-4.94,4.45,1.10
30,1419882629,0.4858,0.8262,0.2949,-3.72,4.76,1.16
31,1419887629,0.4839,0.8291,0.2905,-2.32,4.88,1.40
32,1419892629,0.4819,0.8379,0.2988,-0.67,5.18,1.52
33,1419897629,0.4878,0.8501,0.3110,0.91,5.30,1.52
34,1419902629,0.4951,0.8618,0.3169,2.32,5.37,1.22
35,1419907627,0.5029,0.8740,0.3228,3.17,5.67,0.98
36,1419912629,0.5107,0.8862,0.3213,3.17,5.67,0.43
37,1419917629,0.5093,0.9053,0.3062,2.62,5.79,-0.30
38,1419922628,0.5166,0.8774,0.3330,1.77,5.91,-0.79
39,1419927629,0.5176,0.8828,0.3145,0.67,6.10,-1.10
40,1419932628,0.5195,0.9014,0.2939,-0.61,6.28,-1.04
41,1419937629,0.5239,0.9214,0.2979,-1.83,6.65,-0.73
42,1419942629,0.5273,0.9375,0.2993,-3.05,7.07,-0.37
43,1419947629,0.5337,0.9385,0.3018,-3.90,7.62,0.06
44,1419952627,0.5254,0.9336,0.2900,-4.45,8.11,0.73
45,1419957630,0.5259,0.9292,0.2910,-4.82,8.72,1.40
46,1419962662,0.5146,0.9258,0.2891,-4.94,9.33,2.13
47,1419967627,0.5127,0.9258,0.2788,-4.70,9.82,2.80
48,1419972629,0.5044,0.9111,0.2812,-4.09,10.43,3.41
49,1419977630,0.4912,0.9028,0.2837,-3.41,10.91,4.15
50,1419982629,0.4883,0.9043,0.2744,-2.74,11.59,4.76
51,1419987627,0.4771,0.9111,0.2773,-1.95,11.95,5.18
52,1419992629,0.4785,0.9185,0.2871,-1.46,12.38,5.43
53,1419997629,0.4868,0.9316,0.2925,-1.04,12.56,5.18
54,1420002629,0.4780,0.9453,0.3003,-0.37,12.80,4.76
55,1420007627,0.4482,0.9282,0.3032,0.18,12.68,3.84
56,1420012629,0.4502,0.9194,0.3032,0.91,12.44,2.99
57,1420017627,0.4824,0.9219,0.3125,1.22,12.01,2.20
58,1420022627,0.5078,0.9351,0.3091,1.04,11.71,1.46
59,1420027627,0.5234,0.9468,0.3120,1.16,11.65,0.67
60,1420032629,0.5254,0.9390,0.3022,1.22,11.83,0.12
61,1420037629,0.5181,0.9365,0.2910,1.46,12.26,-0.06
62,1420042629,0.5127,0.9341,0.2778,1.83,12.87,-0.06
63,1420047627,0.5049,0.9263,0.2729,2.38,13.60,0.18
64,1420052627,0.4990,0.9150,0.2656,2.68,14.39,0.43
65,1420057629,0.4961,0.9126,0.2642,2.80,14.82,0.73
66,1420062629,0.4844,0.9346,0.2622,2.80,14.94,0.79
67,1420067627,0.4668,0.9414,0.2734,2.74,14.51,0.43
68,1420072629,0.4458,0.9106,0.2764,2.50,13.84,-0.12
69,1420077631,0.4209,0.9009,0.2612,1.83,12.62,-0.30
70,1420082628,0.4131,0.9009,0.2563,0.91,11.10,-0.30
71,1420087627,0.4199,0.9160,0.2666,0.12,9.57,0.06
