# skilleye imu stream v1
# device=xiao_esp32c6 imu=mpu6050 addr=0x68
# rate_hz=200 accel_range_g=16 gyro_range_dps=2000 dlpf_hz=94
# units: accel in g, gyro in deg/s, t_us in microseconds since boot (monotonic)
# no shared clock with the camera -- tap the racket once before each take
# so both recordings share a spike to align on
seq,t_us,ax,ay,az,gx,gy,gz
0,1296338244,0.6011,0.8999,0.2231,-3.17,-3.23,-2.68
1,1296342693,0.6045,0.9062,0.2178,-5.24,-3.66,-2.44
2,1296347629,0.6099,0.9004,0.2104,-7.50,-4.15,-2.20
3,1296352628,0.6304,0.8936,0.2236,-9.45,-4.88,-2.07
4,1296357627,0.6450,0.8872,0.2349,-9.94,-5.67,-2.26
5,1296362628,0.6538,0.8657,0.2417,-8.90,-6.71,-2.56
6,1296367630,0.6582,0.8501,0.2461,-6.95,-7.62,-2.74
7,1296372629,0.6660,0.8369,0.2373,-4.39,-8.35,-3.17
8,1296377629,0.6694,0.8198,0.2368,-2.26,-9.21,-3.54
9,1296382627,0.6646,0.7993,0.2275,-0.85,-10.06,-4.15
10,1296387627,0.6611,0.7866,0.2231,0.12,-10.49,-4.88
11,1296392629,0.6470,0.7764,0.2139,0.24,-10.91,-5.73
12,1296397631,0.6323,0.7646,0.2153,-0.18,-11.16,-6.46
13,1296402629,0.6060,0.7524,0.1958,-1.22,-11.34,-7.07
14,1296407628,0.5928,0.7568,0.1934,-2.68,-11.34,-7.56
15,1296412629,0.5845,0.7559,0.1865,-4.33,-11.04,-7.68
16,1296417627,0.5742,0.7778,0.1895,-6.22,-10.67,-7.93
17,1296422629,0.5596,0.7915,0.1821,-8.66,-10.18,-7.87
18,1296427628,0.5352,0.8062,0.1802,-11.95,-9.51,-7.44
19,1296432627,0.5000,0.8169,0.1753,-15.37,-9.15,-6.71
20,1296437629,0.4785,0.8237,0.1870,-18.48,-8.96,-5.49
21,1296442629,0.4609,0.8320,0.1948,-20.37,-9.27,-4.33
22,1296447627,0.4717,0.8262,0.2207,-20.37,-9.82,-2.99
23,1296452627,0.5015,0.8154,0.2310,-17.80,-10.73,-1.65
24,1296457631,0.5205,0.8203,0.2246,-13.05,-11.46,-0.30
25,1296462628,0.5293,0.8140,0.2100,-7.32,-12.20,0.91
26,1296467627,0.5342,0.8037,0.1934,-2.01,-12.38,1.89
27,1296472629,0.5459,0.7900,0.1870,1.95,-12.62,2.44
28,1296477629,0.5557,0.7896,0.1899,4.33,-12.80,2.68
29,1296482627,0.5669,0.7988,0.1982,5.67,-12.93,2.62
30,1296487627,0.5845,0.8145,0.1904,6.52,-13.17,2.50
31,1296492629,0.5923,0.8281,0.1895,6.89,-13.17,2.26
32,1296497627,0.6060,0.8447,0.1841,6.95,-13.05,2.07
33,1296502631,0.6182,0.8608,0.1802,6.77,-12.99,1.77
34,1296507628,0.6279,0.8789,0.1729,6.10,-12.62,1.65
35,1296512629,0.6343,0.9028,0.1738,4.88,-12.32,1.46
36,1296517627,0.6440,0.9155,0.1680,3.11,-12.01,1.52
37,1296522627,0.6401,0.9248,0.1641,1.28,-11.65,1.65
38,1296527871,0.6328,0.9331,0.1636,-0.37,-11.40,1.89
