frame_index,wall_clock_us
0,1787219349136496
1,1787219349146090
2,1787219349179377
3,1787219349211286
4,1787219349244296
5,1787219349276353
6,1787219349309012
7,1787219349339655
8,1787219349371652
9,1787219349405938
10,1787219349436705
11,1787219349468579
12,1787219349502901
13,1787219349531697
14,1787219349579362
15,1787219349610919
16,1787219349642750
17,1787219349674703
18,1787219349706393
19,1787219349738136
20,1787219349770960
21,1787219349802237
22,1787219349835724
23,1787219349867851
24,1787219349899857
25,1787219349931348
26,1787219349978257
27,1787219350011610
28,1787219350044175
29,1787219350075695
30,1787219350108023
31,1787219350139264
32,1787219350171309
33,1787219350202115
34,1787219350236168
35,1787219350268055
36,1787219350300147
37,1787219350330936
38,1787219350379219
39,1787219350410826
40,1787219350443403
41,1787219350475354
42,1787219350508036
43,1787219350539204
44,1787219350571378
45,1787219350603265
46,1787219350635669
47,1787219350667511
48,1787219350700258
49,1787219350730056
50,1787219350779479
51,1787219350811289
52,1787219350842741
53,1787219350874854
54,1787219350908875
55,1787219350939453
56,1787219350971532
57,1787219351002474
58,1787219351034602
59,1787219351067724
60,1787219351099964
61,1787219351132097
62,1787219351175911
63,1787219351208928
64,1787219351242824
65,1787219351274108
66,1787219351306361
67,1787219351339199
68,1787219351371427
69,1787219351404456
70,1787219351435217
71,1787219351468954
72,1787219351500697
73,1787219351529684
74,1787219351577154
75,1787219351610665
76,1787219351642244
77,1787219351674916
78,1787219351707428
79,1787219351739248
80,1787219351771310
81,1787219351803375
82,1787219351836073
83,1787219351867403
84,1787219351899280
85,1787219351931482
86,1787219351979520
87,1787219352012869
88,1787219352043916
89,1787219352074174
90,1787219352106480
91,1787219352138475
92,1787219352171886
93,1787219352202496
94,1787219352235682
95,1787219352267521
96,1787219352298823
97,1787219352331174
98,1787219352379665
99,1787219352411216
100,1787219352442523
101,1787219352475527
102,1787219352507181
103,1787219352540101
104,1787219352571018
105,1787219352602927
106,1787219352635553
107,1787219352667624
108,1787219352699948
109,1787219352731334
110,1787219352779452
111,1787219352810226
112,1787219352843496
113,1787219352875506
114,1787219352906919
115,1787219352938961
116,1787219352970909
117,1787219353003562
118,1787219353034756
119,1787219353067525
120,1787219353101137
121,1787219353130339
122,1787219353179386
123,1787219353211162
124,1787219353242752
125,1787219353274770
126,1787219353305271
127,1787219353339249
128,1787219353371350
129,1787219353401922
130,1787219353435761
131,1787219353467702
132,1787219353499133
133,1787219353531325
134,1787219353579246
135,1787219353612263
136,1787219353643203
137,1787219353675605
138,1787219353708004
139,1787219353740172
140,1787219353771720
141,1787219353802240
142,1787219353835536
143,1787219353866479
144,1787219353898965
145,1787219353931962
146,1787219353979530
147,1787219354011746
148,1787219354044128
149,1787219354075424
150,1787219354107113
151,1787219354138922
152,1787219354170924
153,1787219354201395
154,1787219354235983
155,1787219354268220
156,1787219354299500
157,1787219354330841
158,1787219354381640
159,1787219354410866
160,1787219354443045
161,1787219354475289
162,1787219354505477
163,1787219354538451
164,1787219354571481
165,1787219354603827
166,1787219354635062
167,1787219354667209
168,1787219354699462
169,1787219354731137
170,1787219354779905
171,1787219354812803
172,1787219354844098
173,1787219354876179
174,1787219354909184
175,1787219354939737
176,1787219354972946
