frame_index,wall_clock_us
0,1787219146186833
1,1787219146196632
2,1787219146213797
3,1787219146245122
4,1787219146277218
5,1787219146308294
6,1787219146341236
7,1787219146375672
8,1787219146421439
9,1787219146453421
10,1787219146484572
11,1787219146516620
12,1787219146550331
13,1787219146580677
14,1787219146612513
15,1787219146644875
16,1787219146676610
17,1787219146708293
18,1787219146740354
19,1787219146773619
20,1787219146819913
21,1787219146852387
22,1787219146884231
23,1787219146916291
24,1787219146948731
25,1787219146980381
26,1787219147012341
27,1787219147040378
28,1787219147076436
29,1787219147108551
30,1787219147140568
31,1787219147172447
32,1787219147220141
33,1787219147251707
34,1787219147283628
35,1787219147315564
36,1787219147347375
37,1787219147380880
38,1787219147410347
39,1787219147443550
40,1787219147476658
41,1787219147507305
42,1787219147539918
43,1787219147572240
44,1787219147620605
45,1787219147651906
46,1787219147684008
47,1787219147716019
48,1787219147748493
49,1787219147780058
50,1787219147811511
51,1787219147846104
52,1787219147875886
53,1787219147907167
54,1787219147939012
55,1787219147972087
56,1787219148018719
57,1787219148051730
58,1787219148083727
59,1787219148116525
60,1787219148149115
61,1787219148179665
62,1787219148213070
63,1787219148243661
64,1787219148276327
65,1787219148308355
66,1787219148340619
67,1787219148374383
68,1787219148404007
69,1787219148451917
70,1787219148484003
71,1787219148515058
72,1787219148548314
73,1787219148579985
74,1787219148615751
75,1787219148643959
76,1787219148677686
77,1787219148709694
78,1787219148740064
79,1787219148772142
80,1787219148804126
81,1787219148852079
82,1787219148884152
83,1787219148912885
84,1787219148948258
85,1787219148980603
86,1787219149011573
87,1787219149043824
88,1787219149075591
89,1787219149109219
90,1787219149140200
91,1787219149172149
92,1787219149204674
93,1787219149252878
94,1787219149283587
95,1787219149315180
96,1787219149347962
97,1787219149379855
98,1787219149411319
99,1787219149444896
100,1787219149476816
101,1787219149509347
102,1787219149540861
103,1787219149571928
104,1787219149607032
105,1787219149651914
106,1787219149683932
107,1787219149716035
108,1787219149748442
109,1787219149781006
110,1787219149812482
111,1787219149844589
112,1787219149878425
113,1787219149907975
114,1787219149936189
115,1787219149972169
116,1787219150002296
117,1787219150052653
118,1787219150084244
119,1787219150115413
120,1787219150151041
121,1787219150180458
122,1787219150214043
123,1787219150244824
124,1787219150276617
125,1787219150308482
126,1787219150340170
127,1787219150372431
128,1787219150404390
129,1787219150452511
130,1787219150484351
131,1787219150516145
132,1787219150548567
133,1787219150580371
134,1787219150611977
135,1787219150645505
136,1787219150676162
137,1787219150708088
138,1787219150739970
139,1787219150772128
140,1787219150802064
141,1787219150852116
142,1787219150884190
143,1787219150917201
144,1787219150948626
145,1787219150981302
146,1787219151014838
