# skilleye imu stream v1
# device=xiao_esp32c6 imu=mpu6050 addr=0x68
# rate_hz=200 accel_range_g=16 gyro_range_dps=2000 dlpf_hz=94
# units: accel in g, gyro in deg/s, t_us in microseconds since boot (monotonic)
# no shared clock with the camera -- tap the racket once before each take
# so both recordings share a spike to align on
seq,t_us,ax,ay,az,gx,gy,gz
0,1066637628,0.4331,-0.9307,-0.2168,-71.71,-19.02,-46.40
1,1066642633,0.4644,-0.8696,-0.2109,-71.16,-15.55,-50.43
2,1066647628,0.5024,-0.8022,-0.2480,-70.12,-11.95,-53.78
3,1066652629,0.5488,-0.7402,-0.2754,-69.21,-8.41,-56.46
4,1066657629,0.5669,-0.6587,-0.2632,-69.39,-4.88,-58.72
5,1066662629,0.5371,-0.5854,-0.2441,-70.85,-0.73,-60.61
6,1066667628,0.5034,-0.5347,-0.2305,-73.54,3.84,-62.20
7,1066672627,0.4790,-0.4800,-0.2422,-76.95,8.84,-63.17
8,1066677627,0.4731,-0.4175,-0.2065,-80.55,13.90,-63.84
9,1066682627,0.4727,-0.3794,-0.2144,-83.48,19.21,-64.15
10,1066687629,0.4800,-0.3799,-0.2515,-85.00,24.09,-63.60
11,1066692629,0.4878,-0.4385,-0.3105,-84.51,28.05,-61.71
12,1066697627,0.5034,-0.4224,-0.4312,-81.16,29.70,-58.05
13,1066702627,0.5786,-0.4370,-0.4321,-74.21,30.00,-53.60
14,1066707627,0.7310,-0.3511,-0.5864,-62.87,28.05,-49.02
15,1066712629,0.6338,-0.4883,-0.2715,-47.01,26.46,-44.63
16,1066717629,0.5977,-0.6553,-0.2456,-30.73,27.26,-38.48
17,1066722629,0.5957,-0.6963,0.0947,-14.02,31.95,-29.88
18,1066727629,0.6123,-0.6343,0.3730,4.15,41.83,-20.06
19,1066732628,0.7700,-0.4849,-0.0786,26.34,50.55,-10.79
20,1066737629,1.0000,-0.4585,-0.2739,51.89,54.88,-1.77
21,1066742627,1.1353,-0.7656,0.0332,78.60,60.12,10.18
22,1066747627,1.0840,-0.4326,-0.3813,105.61,62.74,22.50
23,1066752629,0.9731,-0.3066,-0.4404,131.83,61.52,33.17
24,1066757629,0.8296,-0.2354,-0.1416,156.71,62.68,42.68
25,1066762629,0.7622,-0.2051,-0.0967,178.48,65.12,51.16
26,1066767627,0.7900,-0.4165,-0.3550,195.49,65.49,59.94
27,1066772629,0.8823,-0.6240,-0.3564,207.38,64.63,71.46
28,1066777628,0.8862,-0.2969,0.0469,215.24,66.52,82.01
29,1066782629,0.8057,-0.2705,-0.2104,218.90,68.90,88.29
30,1066787629,0.7124,-0.1924,-0.0532,217.99,71.28,94.70
31,1066792629,0.6245,-0.1396,0.0464,213.48,75.06,98.41
32,1066797628,0.5283,-0.1436,-0.0347,206.10,78.66,100.00
33,1066802627,0.4360,-0.1592,-0.0229,196.16,81.40,100.00
34,1066807627,0.3862,-0.2300,0.0547,184.09,84.51,99.09
35,1066812627,0.3760,-0.3438,0.0425,170.49,86.34,98.11
36,1066817629,0.4033,-0.4365,0.0303,156.52,86.89,97.32
37,1066822629,0.4810,-0.5371,0.0518,142.80,89.09,96.40
38,1066827629,0.5435,-0.6313,0.0645,129.63,90.06,95.43
39,1066832627,0.5420,-0.7314,0.0723,116.89,90.37,94.02
40,1066837627,0.4780,-0.8296,0.1069,103.78,90.06,92.01
41,1066842629,0.3823,-0.9155,0.1494,90.55,89.39,89.39
42,1066847628,0.3032,-1.0020,0.1860,77.26,88.29,85.61
43,1066852629,0.2593,-1.0806,0.2183,64.45,85.55,80.37
44,1066857629,0.2495,-1.1636,0.2593,52.99,84.88,74.82
45,1066862627,0.2461,-1.2373,0.2793,43.41,82.07,68.78
46,1066867627,0.2529,-1.3047,0.3062,35.91,78.84,62.56
47,1066872627,0.2734,-1.3501,0.3398,30.00,75.49,56.34
48,1066877627,0.3091,-1.3877,0.3691,26.10,72.01,50.30
49,1066882627,0.3584,-1.4087,0.3936,24.15,68.41,44.21
50,1066887627,0.4097,-1.4258,0.4160,24.76,64.63,38.23
51,1066892627,0.4497,-1.4346,0.4355,28.11,60.91,32.50
52,1066897627,0.4863,-1.4355,0.4482,33.78,57.26,27.13
53,1066902627,0.5229,-1.4395,0.4673,41.10,53.60,21.89
54,1066907627,0.5435,-1.4341,0.4790,49.02,50.00,16.77
55,1066912627,0.5576,-1.4253,0.4854,56.46,46.65,11.89
56,1066917627,0.5908,-1.4116,0.4990,62.56,43.35,7.13
57,1066922627,0.6274,-1.3911,0.5103,66.77,40.24,2.32
58,1066927627,0.6431,-1.3843,0.5122,68.35,37.44,-2.32
59,1066932679,0.6387,-1.3774,0.5156,67.32,34.63,-7.01
60,1066937632,0.6255,-1.3608,0.5146,63.23,31.83,-11.65
61,1066942628,0.6250,-1.3408,0.5103,56.10,29.02,-16.16
62,1066947629,0.6338,-1.3130,0.5034,46.22,26.04,-20.55
63,1066952627,0.6362,-1.2798,0.5059,34.09,23.48,-24.88
64,1066957627,0.6255,-1.2568,0.5005,20.55,20.98,-29.02
65,1066962627,0.5977,-1.2319,0.4990,6.40,18.72,-32.74
66,1066967627,0.5811,-1.1914,0.4937,-6.52,16.65,-36.10
67,1066972627,0.5913,-1.1558,0.4839,-17.13,14.63,-39.02
68,1066977627,0.5957,-1.1191,0.4766,-24.15,12.80,-41.59
69,1066982627,0.6021,-1.0796,0.4634,-27.13,11.10,-43.60
70,1066987629,0.6030,-1.0488,0.4512,-26.46,9.33,-45.30
71,1066992629,0.6045,-1.0142,0.4429,-22.56,7.80,-46.34
72,1066997629,0.6152,-0.9800,0.4331,-16.04,6.28,-47.07
73,1067002627,0.6265,-0.9458,0.4189,-7.99,5.06,-47.56
