# skilleye imu stream v1
# device=xiao_esp32c6 imu=mpu6050 addr=0x68
# rate_hz=200 accel_range_g=16 gyro_range_dps=2000 dlpf_hz=94
# units: accel in g, gyro in deg/s, t_us in microseconds since boot (monotonic)
# no shared clock with the camera -- tap the racket once before each take
# so both recordings share a spike to align on
seq,t_us,ax,ay,az,gx,gy,gz
0,1499257629,0.7378,-0.6143,0.3872,-9.33,-10.61,-16.16
1,1499262633,0.7407,-0.6113,0.3911,-8.17,-10.73,-15.79
2,1499267629,0.7339,-0.6123,0.3911,-6.28,-10.85,-15.24
3,1499272628,0.7266,-0.6074,0.3945,-4.45,-11.10,-14.57
4,1499277629,0.7227,-0.5962,0.3945,-2.87,-11.34,-13.90
5,1499282628,0.7246,-0.5928,0.3872,-1.46,-11.59,-13.17
6,1499287629,0.7188,-0.5854,0.3882,-0.12,-11.89,-12.38
7,1499292629,0.7168,-0.5815,0.3882,1.10,-12.38,-11.34
8,1499297630,0.7061,-0.5811,0.3882,2.07,-12.80,-10.55
9,1499302627,0.7080,-0.5879,0.3706,2.87,-13.29,-9.63
10,1499307629,0.6987,-0.5894,0.3721,3.41,-13.90,-8.60
11,1499312628,0.6870,-0.5889,0.3652,3.11,-14.51,-7.87
12,1499317629,0.6807,-0.5850,0.3647,1.71,-15.18,-7.20
13,1499322628,0.6787,-0.5811,0.3608,-0.55,-15.67,-6.52
14,1499327630,0.6797,-0.5884,0.3535,-1.77,-16.10,-6.04
15,1499332629,0.6763,-0.5874,0.3511,-2.38,-16.40,-5.43
16,1499337628,0.6655,-0.5767,0.3442,-2.32,-16.52,-5.06
17,1499342629,0.6558,-0.5776,0.3418,-1.40,-16.46,-4.51
18,1499347627,0.6562,-0.5693,0.3330,-0.06,-16.52,-3.84
19,1499352627,0.6616,-0.5469,0.3237,1.71,-16.28,-3.05
20,1499357629,0.6621,-0.5454,0.3149,3.90,-15.79,-2.07
21,1499362629,0.6699,-0.5396,0.3169,6.34,-15.55,-0.79
22,1499367629,0.6758,-0.5298,0.3101,8.60,-15.18,0.61
23,1499372628,0.6733,-0.5312,0.3188,10.18,-14.88,2.20
24,1499377629,0.6675,-0.5303,0.3120,11.28,-14.39,3.60
25,1499382628,0.6636,-0.5376,0.3042,11.83,-13.90,5.06
26,1499387629,0.6611,-0.5415,0.2920,12.01,-13.29,6.34
27,1499392629,0.6631,-0.5532,0.2944,12.13,-12.80,7.56
28,1499397630,0.6636,-0.5732,0.2935,12.13,-12.26,8.60
29,1499402627,0.6748,-0.5757,0.2920,12.20,-11.71,9.63
30,1499407628,0.6709,-0.5869,0.2964,12.13,-11.22,10.30
31,1499412631,0.6694,-0.5981,0.2891,11.71,-10.67,10.79
32,1499417628,0.6724,-0.6050,0.2891,11.22,-10.12,11.16
33,1499422629,0.6680,-0.6133,0.2783,10.37,-9.33,11.40
34,1499427629,0.6680,-0.6211,0.2822,9.70,-8.78,11.52
35,1499432629,0.6655,-0.6211,0.2871,9.21,-8.11,11.65
36,1499437628,0.6641,-0.6182,0.2900,9.21,-7.56,11.71
37,1499442629,0.6714,-0.6250,0.2910,9.94,-6.89,11.89
38,1499447627,0.6694,-0.6211,0.2861,10.98,-6.28,12.07
39,1499452629,0.6763,-0.6187,0.2861,12.62,-5.61,12.50
40,1499457628,0.6816,-0.6206,0.2930,14.33,-5.06,12.87
41,1499462629,0.6890,-0.6196,0.2861,15.79,-4.70,13.35
42,1499467629,0.6895,-0.6182,0.2847,16.71,-4.27,13.84
43,1499472629,0.6860,-0.6235,0.2852,16.77,-3.84,14.39
44,1499477628,0.6782,-0.6289,0.2773,15.85,-3.54,14.57
45,1499482629,0.6812,-0.6211,0.2700,14.39,-3.11,14.88
46,1499487629,0.6851,-0.6260,0.2607,12.62,-2.74,15.12
47,1499492627,0.6841,-0.6357,0.2422,10.85,-2.13,15.24
48,1499497629,0.6812,-0.6426,0.2422,9.02,-1.65,15.30
