# skilleye imu stream v1
# device=xiao_esp32c6 imu=mpu6050 addr=0x68
# rate_hz=200 accel_range_g=16 gyro_range_dps=2000 dlpf_hz=94
# units: accel in g, gyro in deg/s, t_us in microseconds since boot (monotonic)
# no shared clock with the camera -- tap the racket once before each take
# so both recordings share a spike to align on
seq,t_us,ax,ay,az,gx,gy,gz
0,1174137628,0.5396,-1.0864,0.1113,18.17,-2.80,12.26
1,1174142633,0.5273,-1.0869,0.0918,14.39,-3.29,9.94
2,1174147629,0.5220,-1.0972,0.1138,11.22,-3.84,7.74
3,1174152628,0.5449,-1.1094,0.1147,8.23,-4.02,5.98
4,1174157629,0.5728,-1.1143,0.1226,5.37,-4.21,4.57
5,1174162629,0.5947,-1.1084,0.1299,2.50,-3.66,3.78
6,1174167629,0.6016,-1.0967,0.1519,0.06,-2.38,3.29
7,1174172628,0.6230,-1.0845,0.1606,-1.22,0.24,2.93
8,1174177629,0.6353,-1.0708,0.1338,-0.61,3.84,2.44
9,1174182627,0.6074,-1.0645,0.1074,2.01,7.80,1.95
10,1174187630,0.5615,-1.0918,0.1196,5.18,11.46,2.07
11,1174192628,0.5273,-1.1216,0.1206,7.87,15.12,2.87
12,1174197632,0.5215,-1.1123,0.0747,9.09,18.29,4.94
13,1174202627,0.5356,-1.0288,-0.0205,8.60,19.88,7.07
14,1174207627,0.5298,-1.0605,0.0205,6.22,19.51,9.09
15,1174212627,0.4980,-1.0503,0.0864,1.77,17.74,11.34
16,1174217629,0.4673,-0.9395,0.1440,-3.96,15.43,12.80
17,1174222629,0.4458,-0.9414,0.1851,-10.06,13.35,13.48
18,1174227627,0.4268,-0.9224,0.1812,-15.37,12.13,14.21
19,1174232627,0.4243,-0.8809,0.1357,-19.21,11.40,15.00
20,1174237627,0.4077,-0.8701,0.1104,-21.22,11.65,15.91
21,1174242627,0.3647,-0.7983,0.0791,-22.99,11.52,16.83
22,1174247629,0.3374,-0.7686,0.0703,-22.93,11.65,17.13
23,1174252629,0.3154,-0.7705,0.0605,-22.13,11.65,17.44
24,1174257628,0.2954,-0.7783,0.0703,-20.73,11.52,17.99
25,1174262630,0.2832,-0.7642,0.0679,-19.09,11.22,18.60
26,1174267627,0.2769,-0.7427,0.0679,-17.01,10.67,19.63
27,1174272627,0.2949,-0.7266,0.0532,-14.70,10.12,20.85
28,1174277627,0.3101,-0.7178,0.0693,-12.13,9.57,22.38
29,1174282629,0.3115,-0.7021,0.0806,-9.63,8.60,24.27
30,1174287628,0.3213,-0.6841,0.1001,-6.95,7.50,26.22
31,1174292629,0.3413,-0.6816,0.1167,-4.15,6.04,28.72
32,1174297630,0.3652,-0.6953,0.1279,-2.32,5.18,30.55
33,1174302629,0.4019,-0.7153,0.1245,-0.37,4.09,33.05
34,1174307630,0.4204,-0.7271,0.1138,1.28,2.87,35.55
35,1174312627,0.4014,-0.7480,0.1157,2.26,1.46,37.68
36,1174317627,0.3784,-0.7583,0.1255,2.07,-0.06,39.39
37,1174322627,0.3584,-0.7773,0.1348,0.37,-1.52,40.73
38,1174327627,0.3345,-0.7808,0.1470,-2.62,-2.87,41.16
39,1174332629,0.3208,-0.7861,0.1431,-6.77,-3.96,41.22
40,1174337628,0.3086,-0.8018,0.1460,-11.71,-5.12,40.85
41,1174342629,0.2837,-0.8057,0.0977,-16.40,-5.91,40.30
42,1174347627,0.2822,-0.8076,0.1040,-18.90,-6.46,39.82
43,1174352629,0.2993,-0.8066,0.0801,-19.33,-6.65,39.57
44,1174357628,0.3086,-0.8013,0.0498,-18.17,-6.77,39.33
45,1174362629,0.3052,-0.7974,-0.0400,-14.51,-6.89,39.45
46,1174367628,0.3252,-0.8027,-0.0215,-7.20,-6.59,40.00
47,1174372627,0.2993,-0.7759,0.0137,0.73,-5.79,40.67
48,1174377630,0.2480,-0.8105,0.0415,7.56,-4.63,41.46
49,1174382628,0.2900,-0.8271,-0.0552,13.84,-3.78,42.20
50,1174387629,0.3057,-0.8262,-0.0366,20.55,-3.23,42.56
51,1174392629,0.2695,-0.8530,0.0522,26.40,-2.07,42.26
52,1174397627,0.2573,-0.8887,-0.0103,30.18,-0.55,41.46
53,1174402629,0.2559,-0.9170,0.0078,29.76,1.16,40.06
54,1174407629,0.2085,-0.9375,-0.0400,26.52,3.11,38.54
55,1174412627,0.1855,-0.9272,-0.0386,22.56,4.57,36.59
56,1174417627,0.1938,-0.9238,0.0381,18.35,6.28,34.57
57,1174422629,0.2061,-0.8857,0.0059,13.23,7.68,32.62
58,1174427627,0.1812,-0.8970,0.0049,5.61,9.02,30.91
59,1174432629,0.1729,-0.9185,0.0522,-2.13,10.43,29.70
60,1174437628,0.1758,-0.9492,0.0654,-7.62,11.52,28.54
61,1174442629,0.1831,-0.9629,0.0957,-10.55,12.26,27.32
62,1174447629,0.1826,-0.9829,0.1362,-11.16,13.11,26.10
63,1174452629,0.1802,-1.0093,0.1450,-10.18,13.66,24.88
64,1174457629,0.1992,-1.0312,0.1606,-7.74,14.39,23.84
65,1174462628,0.2178,-1.0532,0.1836,-4.39,15.06,22.80
66,1174467630,0.2417,-1.0752,0.1982,-0.61,15.98,21.95
67,1174472627,0.2588,-1.0947,0.2173,3.66,16.71,21.22
68,1174477627,0.2764,-1.1128,0.2344,7.93,17.56,20.67
69,1174482627,0.2974,-1.1338,0.2505,12.26,18.48,20.30
70,1174487627,0.3052,-1.1538,0.2573,16.65,19.33,20.00
71,1174492768,0.3174,-1.1602,0.2471,20.79,20.24,19.88
72,1174497629,0.3320,-1.1797,0.2417,24.39,21.16,19.70
73,1174502629,0.3452,-1.1968,0.2583,27.50,22.26,19.63
74,1174507629,0.3564,-1.1973,0.2505,30.00,23.35,19.57
75,1174512627,0.3667,-1.1978,0.2466,31.95,24.39,19.57
76,1174517631,0.3677,-1.1938,0.2549,33.11,25.37,19.39
77,1174522627,0.3677,-1.1865,0.2529,33.29,26.34,19.15
78,1174527629,0.3823,-1.1831,0.2466,32.56,27.44,18.78
79,1174532627,0.3804,-1.1675,0.2485,30.85,28.29,18.35
80,1174537631,0.3467,-1.1450,0.2476,27.80,29.45,17.74
81,1174542632,0.3394,-1.1465,0.2432,25.24,30.43,17.38
82,1174547629,0.3286,-1.1367,0.2334,22.20,31.28,16.59
83,1174552627,0.3057,-1.1333,0.2261,19.33,32.01,15.67
84,1174557628,0.2705,-1.1245,0.2192,16.46,32.56,14.39
85,1174562633,0.2612,-1.1099,0.2158,14.88,33.05,13.41
86,1174567629,0.2563,-1.0928,0.2168,13.48,33.29,12.20
87,1174572630,0.2446,-1.0835,0.2080,12.50,33.35,11.10
88,1174577628,0.2290,-1.0479,0.1826,12.13,33.66,9.94
89,1174582627,0.2441,-1.0371,0.2148,12.74,33.66,8.78
90,1174587627,0.2603,-1.0513,0.2432,16.40,33.66,7.38
91,1174592628,0.2266,-0.9590,0.0415,19.70,32.99,6.59
92,1174598160,0.2476,-0.9751,0.1289,22.26,32.87,5.24
93,1174602629,0.2568,-0.9727,0.2939,25.79,33.41,4.33
94,1174607629,0.2690,-1.0210,0.1763,30.85,32.62,3.23
95,1174612629,0.2681,-0.9966,0.2319,34.57,31.95,2.38
96,1174617627,0.2778,-0.9468,0.2754,36.46,32.07,1.40
97,1174622629,0.2837,-0.9136,0.2056,36.95,31.65,0.30
98,1174627628,0.2812,-0.8975,0.2178,36.16,31.28,-0.49
99,1174632629,0.2847,-0.8936,0.2637,34.09,31.16,-1.28
100,1174637629,0.2856,-0.8975,0.2271,31.04,30.85,-1.95
101,1174642629,0.2852,-0.8799,0.2148,27.44,30.18,-2.44
102,1174647628,0.2837,-0.8545,0.2549,23.17,29.76,-2.87
103,1174652631,0.2871,-0.8403,0.2441,18.48,29.51,-3.17
104,1174657627,0.2949,-0.8335,0.2358,13.78,29.09,-3.35
105,1174662629,0.3076,-0.8198,0.2563,9.45,28.41,-3.48
106,1174667628,0.3115,-0.8115,0.2646,5.43,27.87,-3.54
107,1174672628,0.3140,-0.8081,0.2510,1.95,27.26,-3.35
108,1174677629,0.3154,-0.8022,0.2593,-0.91,26.52,-2.99
109,1174682627,0.3071,-0.7979,0.2720,-3.48,25.91,-2.68
110,1174687627,0.2935,-0.7949,0.2720,-5.43,25.37,-2.26
111,1174692627,0.2925,-0.7988,0.2861,-6.40,24.70,-1.71
112,1174697629,0.2935,-0.7969,0.2949,-5.98,24.33,-1.22
113,1174702629,0.2910,-0.7974,0.3003,-3.84,23.60,-0.61
