# skilleye imu stream v1
# device=xiao_esp32c6 imu=mpu6050 addr=0x68
# rate_hz=200 accel_range_g=16 gyro_range_dps=2000 dlpf_hz=94
# units: accel in g, gyro in deg/s, t_us in microseconds since boot (monotonic)
# no shared clock with the camera -- tap the racket once before each take
# so both recordings share a spike to align on
seq,t_us,ax,ay,az,gx,gy,gz
83,1220762631,0.7681,0.4004,-0.1919,29.39,-6.22,-9.15
84,1220767627,0.7686,0.3994,-0.1919,31.04,-6.04,-10.61
85,1220772629,0.7578,0.4146,-0.1860,30.49,-5.98,-12.13
86,1220777628,0.7563,0.5215,-0.1499,27.07,-5.91,-13.48
87,1220783178,0.7441,0.6060,-0.1440,19.21,-6.10,-13.54
88,1220787630,0.7070,0.5503,-0.1973,12.07,-6.16,-13.48
89,1220792628,0.6855,0.5449,-0.2373,8.84,-5.55,-13.60
90,1220797629,0.6646,0.5381,-0.2832,9.21,-4.39,-13.66
91,1220802628,0.6636,0.5161,-0.3442,10.55,-3.05,-13.54
92,1220807627,0.6582,0.5190,-0.3477,11.34,-1.71,-13.72
93,1220813257,0.6523,0.5444,-0.3306,10.49,0.12,-13.48
94,1220817630,0.6279,0.5596,-0.3271,6.89,1.59,-13.23
95,1220822628,0.6221,0.5669,-0.3345,3.23,2.68,-13.11
96,1220827629,0.6289,0.5581,-0.3560,-0.73,4.45,-12.80
97,1220832627,0.6328,0.5527,-0.3931,-2.50,6.28,-12.74
98,1220837627,0.6299,0.5229,-0.4106,-3.96,7.80,-12.87
99,1220842631,0.6421,0.4990,-0.4062,-5.49,8.90,-13.11
100,1220847629,0.6514,0.4912,-0.3945,-6.40,10.06,-13.29
101,1220852631,0.6509,0.4902,-0.3892,-6.40,11.04,-13.48
102,1220857628,0.6543,0.4941,-0.3779,-5.85,11.77,-13.60
103,1220862627,0.6567,0.5059,-0.3867,-3.96,12.56,-13.72
104,1220867627,0.6582,0.5068,-0.3447,-1.89,13.11,-13.84
105,1220872627,0.6680,0.5322,-0.2886,-0.49,13.35,-14.15
106,1220877627,0.6748,0.5586,-0.2734,-0.43,13.17,-14.39
107,1220882631,0.7368,0.5371,-0.3242,-0.55,12.80,-15.24
108,1220887627,0.7090,0.5273,-0.2593,1.40,12.44,-16.04
109,1220892627,0.6880,0.5801,-0.1592,0.30,12.32,-16.89
110,1220897627,0.7202,0.6665,-0.2402,-0.61,11.52,-18.11
111,1220902629,0.7646,0.7178,-0.2100,-1.10,10.85,-18.78
112,1220907627,0.7544,0.7271,-0.1592,-3.84,10.24,-19.02
113,1220912630,0.7310,0.7285,-0.1763,-6.52,9.76,-19.02
114,1220917627,0.7109,0.7168,-0.2266,-6.95,9.39,-18.66
115,1220922631,0.6982,0.7031,-0.2363,-6.52,9.15,-18.05
116,1220927627,0.6885,0.7065,-0.2485,-6.04,8.96,-17.50
117,1220932627,0.6826,0.7031,-0.2695,-5.24,8.54,-16.71
118,1220937627,0.6719,0.6816,-0.2710,-4.70,7.93,-15.73
119,1220942667,0.6660,0.6685,-0.2632,-4.70,7.26,-14.76
120,1220947627,0.6519,0.6665,-0.2656,-4.57,6.59,-13.78
121,1220952627,0.6489,0.6689,-0.2603,-4.45,5.55,-12.87
122,1220957627,0.6509,0.6743,-0.2578,-3.84,4.51,-12.07
123,1220962627,0.6523,0.6895,-0.2437,-2.80,3.17,-11.28
124,1220967627,0.6670,0.7021,-0.2241,-1.22,1.95,-10.49
125,1220972627,0.6733,0.7207,-0.2173,0.37,0.67,-9.76
126,1220977627,0.6895,0.7349,-0.2031,2.13,-0.67,-9.27
127,1220982627,0.6826,0.7573,-0.2256,4.70,-1.83,-9.02
128,1220987627,0.7227,0.7891,-0.1519,7.50,-3.11,-9.02
129,1220992630,0.7397,0.8159,-0.1943,10.91,-4.39,-9.94
130,1220997629,0.7583,0.7925,-0.1865,13.35,-5.79,-11.16
131,1221002627,0.7773,0.7920,-0.1592,15.49,-6.83,-12.20
132,1221007627,0.7661,0.7920,-0.1548,17.68,-7.87,-13.35
133,1221012707,0.7441,0.7939,-0.1738,19.82,-8.66,-14.70
134,1221017629,0.7217,0.7896,-0.1855,21.95,-9.70,-15.73
135,1221022982,0.6997,0.7856,-0.1768,24.09,-10.55,-16.71
136,1221027630,0.6860,0.7886,-0.1753,26.10,-11.65,-17.38
137,1221032761,0.6787,0.7983,-0.1787,27.80,-12.38,-17.74
138,1221037629,0.6753,0.8037,-0.1758,29.09,-13.11,-17.99
139,1221042627,0.6646,0.8047,-0.1821,30.79,-13.84,-18.11
140,1221047628,0.6602,0.8052,-0.1953,32.99,-14.45,-17.87
141,1221052628,0.6489,0.7905,-0.1963,35.24,-15.00,-17.62
142,1221057629,0.6401,0.7720,-0.1943,37.50,-15.61,-17.07
143,1221062630,0.6353,0.7603,-0.1958,39.45,-16.10,-16.34
144,1221067628,0.6274,0.7549,-0.1943,41.22,-16.34,-15.49
145,1221072629,0.6152,0.7407,-0.2139,43.05,-16.71,-14.51
146,1221077664,0.6001,0.7212,-0.2114,44.39,-17.32,-13.35
147,1221082629,0.5879,0.7065,-0.2383,45.55,-17.74,-12.13
148,1221087629,0.5840,0.7031,-0.2563,46.83,-18.17,-10.67
149,1221092627,0.5854,0.7075,-0.2720,48.11,-18.60,-9.02
150,1221097627,0.5879,0.7012,-0.2910,49.33,-18.96,-7.44
151,1221102629,0.5894,0.7017,-0.3169,49.94,-19.27,-5.85
152,1221107627,0.5869,0.6880,-0.3315,49.82,-19.63,-4.51
153,1221112629,0.5825,0.6655,-0.3384,49.09,-19.82,-3.05
154,1221117628,0.5957,0.6553,-0.3525,47.99,-20.12,-1.71
155,1221122629,0.6123,0.6416,-0.3481,46.46,-20.37,-0.43
156,1221127673,0.6191,0.6182,-0.3535,44.94,-20.37,0.85
157,1221132629,0.6240,0.5996,-0.3589,43.60,-20.18,2.26
158,1221137629,0.6260,0.5894,-0.3613,42.13,-19.63,3.90
159,1221142629,0.6206,0.5894,-0.3677,41.04,-18.84,5.73
160,1221147629,0.6279,0.5874,-0.3804,39.76,-17.93,7.56
161,1221152629,0.6353,0.5938,-0.3999,38.29,-17.26,9.33
162,1221157628,0.6543,0.6001,-0.4121,36.46,-16.52,11.10
163,1221162630,0.6729,0.6060,-0.4209,34.57,-15.85,12.68
164,1221167627,0.6841,0.6157,-0.4263,32.62,-15.37,14.21
165,1221172629,0.6831,0.6226,-0.4434,30.67,-14.76,15.61
166,1221177628,0.6934,0.6250,-0.4141,28.84,-14.33,16.89
167,1221182629,0.6899,0.6260,-0.4160,26.59,-14.02,18.05
168,1221187629,0.6890,0.6289,-0.4102,24.94,-13.90,19.09
169,1221192629,0.6909,0.6270,-0.3994,23.84,-13.84,20.00
170,1221197632,0.6904,0.6172,-0.3799,23.48,-13.60,20.91
171,1221202628,0.6978,0.6079,-0.3652,23.54,-13.29,21.77
172,1221207627,0.6973,0.5977,-0.3608,24.15,-13.05,22.62
173,1221212629,0.6934,0.5874,-0.3452,24.70,-12.74,23.17
174,1221217627,0.6704,0.5801,-0.3638,25.18,-12.50,23.66
175,1221222627,0.6616,0.5571,-0.3604,25.55,-12.44,24.21
176,1221228166,0.6851,0.5391,-0.3594,26.04,-12.20,24.94
177,1221232630,0.7070,0.5361,-0.3833,26.04,-12.07,25.43
178,1221237629,0.7266,0.5391,-0.4004,25.67,-11.89,25.79
179,1221242629,0.7505,0.5352,-0.4165,24.94,-12.20,25.98
180,1221247629,0.7627,0.5215,-0.4272,23.90,-12.50,26.10
181,1221252628,0.7803,0.5103,-0.4219,23.05,-12.80,25.98
182,1221257629,0.7935,0.5083,-0.4146,22.44,-13.23,25.79
183,1221262628,0.8047,0.5098,-0.4097,21.95,-13.48,25.30
184,1221267629,0.8115,0.5103,-0.3989,21.83,-13.78,24.82
185,1221272629,0.8062,0.5127,-0.4014,21.77,-14.21,24.15
186,1221277629,0.8101,0.5264,-0.4209,21.71,-14.63,23.05
187,1221282627,0.8252,0.5249,-0.4087,21.71,-15.30,22.07
188,1221287629,0.8242,0.5176,-0.4072,21.77,-15.85,20.98
189,1221292628,0.8130,0.5039,-0.4028,21.89,-16.40,20.18
190,1221297627,0.8013,0.5059,-0.4092,22.26,-16.77,19.57
191,1221302974,0.8154,0.5322,-0.4321,22.38,-17.20,18.72
192,1221307629,0.8569,0.5503,-0.4360,22.07,-17.62,17.74
193,1221312629,0.8794,0.5474,-0.4297,20.67,-17.74,16.65
194,1221317629,0.8574,0.5430,-0.4414,17.99,-17.32,15.49
195,1221322629,0.8174,0.5488,-0.4673,14.27,-16.65,14.70
196,1221327629,0.7832,0.5454,-0.5049,9.51,-15.73,14.21
197,1221332629,0.7593,0.5532,-0.5410,4.09,-14.70,13.84
198,1221337628,0.7485,0.5664,-0.5757,-1.65,-13.41,13.66
199,1221342631,0.7261,0.5806,-0.5869,-7.56,-12.13,13.48
200,1221347628,0.7104,0.5752,-0.5767,-13.41,-10.43,13.48
201,1221352629,0.7017,0.5776,-0.5615,-19.33,-8.41,13.54
202,1221357627,0.6973,0.5913,-0.5576,-24.39,-5.91,13.48
203,1221362629,0.7051,0.6040,-0.5576,-28.60,-3.54,13.29
204,1221367629,0.7119,0.6128,-0.5361,-32.32,-1.10,13.05
205,1221372629,0.7109,0.6211,-0.5083,-36.10,1.59,12.62
206,1221377630,0.6719,0.6499,-0.4814,-40.67,4.21,12.07
