# skilleye imu stream v1
# device=xiao_esp32c6 imu=mpu6050 addr=0x68
# rate_hz=200 accel_range_g=16 gyro_range_dps=2000 dlpf_hz=94
# units: accel in g, gyro in deg/s, t_us in microseconds since boot (monotonic)
# no shared clock with the camera -- tap the racket once before each take
# so both recordings share a spike to align on
seq,t_us,ax,ay,az,gx,gy,gz
0,1202027952,0.6050,-0.7056,0.5557,53.23,25.73,-30.91
1,1202032629,0.5869,-0.6748,0.5522,53.41,24.76,-31.16
2,1202037627,0.5552,-0.7012,0.6533,53.35,24.45,-31.34
3,1202042629,0.5425,-0.7070,0.6538,52.74,24.21,-31.22
4,1202047627,0.5420,-0.6787,0.6045,52.87,23.48,-30.85
5,1202052629,0.5483,-0.6738,0.6562,50.91,23.17,-30.24
6,1202057629,0.5718,-0.7036,0.7124,48.05,23.35,-29.02
7,1202062629,0.5918,-0.6870,0.6816,45.85,23.41,-27.07
8,1202067627,0.6050,-0.6646,0.6353,41.95,23.17,-24.94
9,1202072629,0.6084,-0.6538,0.6611,39.88,22.74,-22.93
10,1202077639,0.5879,-0.6445,0.6724,39.70,22.07,-20.98
11,1202082627,0.5815,-0.6455,0.6567,38.90,21.83,-19.15
12,1202087627,0.5645,-0.6675,0.6807,38.23,21.71,-17.50
13,1202092629,0.5635,-0.6523,0.6182,40.67,21.28,-16.10
14,1202097628,0.5996,-0.6367,0.6260,42.50,20.61,-15.30
15,1202102627,0.6328,-0.6206,0.6113,44.88,20.37,-14.88
16,1202107631,0.6338,-0.6064,0.5488,45.85,19.51,-14.70
17,1202112627,0.6045,-0.6426,0.6440,46.46,19.02,-14.82
18,1202117628,0.5835,-0.6401,0.6431,47.87,18.35,-14.88
19,1202122759,0.5830,-0.6011,0.6450,50.18,16.77,-14.94
20,1202127630,0.5806,-0.5806,0.6675,49.88,15.67,-14.94
21,1202132628,0.5576,-0.5728,0.7041,48.29,15.24,-14.82
22,1202137704,0.5347,-0.5581,0.7334,44.88,14.27,-14.70
23,1202142629,0.5215,-0.5425,0.7368,42.32,13.41,-14.39
24,1202147627,0.5210,-0.5161,0.7627,38.41,12.44,-14.09
25,1202152631,0.5186,-0.5220,0.7939,33.72,11.52,-14.02
26,1202157628,0.5278,-0.5454,0.7935,28.29,10.67,-13.66
27,1202162627,0.5347,-0.5645,0.8140,23.54,9.76,-13.23
28,1202167627,0.5552,-0.5767,0.8218,19.57,8.78,-12.80
29,1202172627,0.5815,-0.5933,0.8071,16.40,7.93,-12.56
30,1202177627,0.5981,-0.6089,0.8047,13.66,6.89,-12.26
31,1202182627,0.6060,-0.6279,0.7944,11.59,5.79,-12.13
32,1202187627,0.6172,-0.6479,0.7837,10.00,4.70,-11.95
