# skilleye imu stream v1
# device=xiao_esp32c6 imu=mpu6050 addr=0x68
# rate_hz=200 accel_range_g=16 gyro_range_dps=2000 dlpf_hz=94
# units: accel in g, gyro in deg/s, t_us in microseconds since boot (monotonic)
# no shared clock with the camera -- tap the racket once before each take
# so both recordings share a spike to align on
seq,t_us,ax,ay,az,gx,gy,gz
0,1042242629,0.5244,-0.6763,0.4956,32.80,10.98,17.99
1,1042247631,0.5156,-0.6929,0.4062,31.46,10.12,17.38
2,1042252628,0.4907,-0.7207,0.4609,30.00,8.90,16.71
3,1042257629,0.4878,-0.7329,0.5400,28.05,8.48,15.91
4,1042262629,0.4932,-0.7363,0.4775,26.16,7.80,15.12
5,1042267629,0.5098,-0.7305,0.4712,24.76,7.01,14.21
6,1042272628,0.5176,-0.7251,0.5220,23.90,6.46,13.48
7,1042277629,0.5347,-0.7280,0.4951,23.72,5.79,12.87
8,1042282629,0.5518,-0.7422,0.4771,23.96,5.12,12.38
9,1042287629,0.5767,-0.7397,0.5093,24.33,4.63,12.13
10,1042292628,0.5830,-0.7407,0.5117,24.39,4.21,11.95
11,1042297629,0.5879,-0.7417,0.5015,24.15,3.66,11.83
12,1042302627,0.5952,-0.7407,0.5166,23.54,3.17,11.95
13,1042307627,0.6089,-0.7461,0.5122,22.93,2.93,12.07
14,1042312629,0.6074,-0.7480,0.4985,22.44,2.44,12.13
15,1042317629,0.6099,-0.7461,0.5068,22.07,2.07,12.32
16,1042322629,0.6323,-0.7476,0.5127,22.13,1.65,12.26
17,1042327629,0.6411,-0.7500,0.5039,22.38,1.22,12.38
18,1042332630,0.6494,-0.7529,0.4995,22.62,0.79,12.44
19,1042337627,0.6553,-0.7588,0.4990,22.68,0.49,12.50
20,1042342629,0.6504,-0.7627,0.4980,22.20,-0.06,12.62
21,1042347631,0.6392,-0.7681,0.5000,21.04,-0.49,12.44
22,1042352628,0.6221,-0.7744,0.5020,19.02,-0.91,12.38
23,1042357629,0.6147,-0.7837,0.5083,16.28,-1.34,12.20
24,1042362629,0.6079,-0.7856,0.5063,13.66,-1.77,11.89
25,1042367629,0.6060,-0.7881,0.5059,11.40,-2.07,11.40
26,1042372628,0.6113,-0.7969,0.5112,9.76,-2.50,10.98
27,1042378010,0.6123,-0.7974,0.5132,9.33,-2.93,10.61
28,1042382630,0.6172,-0.7949,0.5146,9.70,-3.41,10.30
29,1042387629,0.6162,-0.7959,0.5112,10.55,-3.90,9.82
30,1042392629,0.6167,-0.7900,0.5137,11.77,-4.39,9.57
31,1042397987,0.6138,-0.7822,0.5024,12.80,-4.88,9.39
32,1042402630,0.6211,-0.7852,0.5054,13.48,-5.30,9.15
33,1042407629,0.6260,-0.7837,0.5015,13.60,-5.67,9.27
34,1042412629,0.6328,-0.7871,0.5000,13.17,-5.98,9.45
35,1042417628,0.6382,-0.7881,0.4985,12.20,-6.46,9.63
36,1042422629,0.6479,-0.7915,0.4946,10.98,-6.52,9.88
37,1042427629,0.6641,-0.7998,0.4893,9.76,-6.71,10.06
38,1042432629,0.6689,-0.8022,0.4854,8.29,-6.71,10.49
39,1042437627,0.6777,-0.8086,0.4819,7.20,-6.83,10.79
40,1042442629,0.6909,-0.8062,0.4819,6.22,-6.77,11.28
41,1042447630,0.6943,-0.8091,0.4775,5.49,-6.71,11.59
42,1042452629,0.7031,-0.7993,0.4668,5.12,-6.40,11.89
43,1042457627,0.7012,-0.7915,0.4668,5.30,-6.22,12.26
44,1042462629,0.6938,-0.7896,0.4604,5.67,-5.98,12.62
45,1042467629,0.6826,-0.7822,0.4517,6.34,-5.73,13.05
46,1042472629,0.6753,-0.7749,0.4409,7.13,-5.43,13.23
47,1042477628,0.6631,-0.7642,0.4370,7.62,-4.94,13.54
48,1042482627,0.6396,-0.7622,0.4336,7.50,-4.76,13.60
49,1042487628,0.6177,-0.7539,0.4272,6.65,-4.45,13.60
50,1042492630,0.5952,-0.7505,0.4229,5.30,-4.15,13.29
51,1042497627,0.5820,-0.7397,0.4219,3.41,-3.90,12.87
52,1042502627,0.5718,-0.7314,0.4048,1.22,-3.54,12.38
53,1042507629,0.5596,-0.7246,0.3970,-1.22,-3.48,11.77
54,1042512629,0.5508,-0.7231,0.3936,-4.09,-3.48,11.16
55,1042517628,0.5376,-0.7114,0.3887,-7.07,-3.41,10.61
56,1042522629,0.5239,-0.7061,0.3823,-9.94,-3.17,10.00
57,1042527628,0.5190,-0.6934,0.3774,-12.44,-3.11,9.57
58,1042532628,0.5249,-0.6792,0.3740,-13.96,-3.17,9.15
59,1042537627,0.5400,-0.6704,0.3696,-14.21,-3.17,8.90
60,1042542627,0.5381,-0.6660,0.3638,-13.23,-2.99,8.90
61,1042547627,0.5361,-0.6582,0.3564,-11.16,-2.99,8.90
62,1042552627,0.5244,-0.6567,0.3545,-8.17,-2.74,9.02
63,1042558413,0.5166,-0.6538,0.3555,-4.09,-2.26,9.27
64,1042562629,0.5210,-0.6455,0.3521,-0.91,-2.01,9.51
65,1042567627,0.5298,-0.6401,0.3486,3.11,-1.59,9.70
66,1042572629,0.5332,-0.6406,0.3462,7.13,-1.10,10.12
67,1042577631,0.5386,-0.6362,0.3438,10.79,-0.49,10.61
68,1042582627,0.5400,-0.6382,0.3501,13.78,0.00,11.10
