frame_index,wall_clock_us
0,1787219422055757
1,1787219422065311
2,1787219422077613
3,1787219422111692
4,1787219422143062
5,1787219422175490
6,1787219422207265
7,1787219422238219
8,1787219422271164
9,1787219422320771
10,1787219422351727
11,1787219422382247
12,1787219422442918
13,1787219422451912
14,1787219422479070
15,1787219422510988
16,1787219422542550
17,1787219422574632
18,1787219422606104
19,1787219422638578
20,1787219422670512
21,1787219422718814
22,1787219422751248
23,1787219422782247
24,1787219422815780
25,1787219422845797
26,1787219422878894
27,1787219422911424
28,1787219422942882
29,1787219422975013
30,1787219423005977
31,1787219423036431
32,1787219423069293
33,1787219423117802
34,1787219423150424
35,1787219423182524
36,1787219423214793
37,1787219423246037
38,1787219423277021
39,1787219423308536
40,1787219423340968
41,1787219423376152
42,1787219423406184
43,1787219423438040
44,1787219423471521
45,1787219423517581
46,1787219423550277
47,1787219423582292
48,1787219423614336
49,1787219423644948
50,1787219423678928
51,1787219423709826
52,1787219423738550
53,1787219423774447
54,1787219423806897
55,1787219423837854
56,1787219423869881
57,1787219423918153
58,1787219423949498
59,1787219423982581
60,1787219424015142
61,1787219424043882
62,1787219424078510
63,1787219424109560
64,1787219424141797
65,1787219424172954
66,1787219424205825
67,1787219424238415
68,1787219424270272
69,1787219424320741
70,1787219424350027
71,1787219424382100
72,1787219424415332
73,1787219424446511
74,1787219424478534
75,1787219424510244
76,1787219424542296
77,1787219424570169
78,1787219424607007
79,1787219424637086
80,1787219424669980
81,1787219424718963
82,1787219424749549
83,1787219424782515
84,1787219424813771
85,1787219424845150
86,1787219424877001
87,1787219424910668
88,1787219424941772
89,1787219424973814
90,1787219425006920
91,1787219425037218
92,1787219425071172
93,1787219425117730
94,1787219425150226
95,1787219425182301
96,1787219425214101
97,1787219425246334
98,1787219425278383
99,1787219425310300
100,1787219425343321
101,1787219425374257
102,1787219425406628
103,1787219425437599
104,1787219425469791
105,1787219425519405
106,1787219425551591
107,1787219425582716
108,1787219425613275
109,1787219425645307
110,1787219425678872
111,1787219425710258
112,1787219425742031
113,1787219425773997
114,1787219425806200
115,1787219425837479
116,1787219425870559
117,1787219425917585
118,1787219425950346
119,1787219425982169
120,1787219426014767
121,1787219426046212
122,1787219426077937
123,1787219426109114
124,1787219426142191
125,1787219426170578
126,1787219426204301
127,1787219426238211
128,1787219426269859
129,1787219426319100
130,1787219426350856
131,1787219426382531
132,1787219426414886
133,1787219426446337
134,1787219426478370
135,1787219426509867
136,1787219426542014
137,1787219426573017
138,1787219426606331
139,1787219426638872
140,1787219426670109
141,1787219426718853
142,1787219426749911
143,1787219426782773
144,1787219426813187
145,1787219426845670
146,1787219426880777
147,1787219426910219
148,1787219426943287
149,1787219426974675
150,1787219427006456
151,1787219427038433
152,1787219427070507
153,1787219427117856
154,1787219427149923
155,1787219427181752
156,1787219427213953
157,1787219427246341
158,1787219427278461
159,1787219427310635
160,1787219427341265
161,1787219427374307
162,1787219427406395
163,1787219427437327
164,1787219427469823
165,1787219427519291
166,1787219427550572
167,1787219427582869
168,1787219427614946
169,1787219427645473
170,1787219427678415
171,1787219427710024
172,1787219427741592
173,1787219427775441
174,1787219427805616
175,1787219427838857
176,1787219427870275
177,1787219427918233
178,1787219427950168
179,1787219427984285
180,1787219428014639
181,1787219428046950
182,1787219428078857
183,1787219428110330
184,1787219428141456
185,1787219428173519
186,1787219428206422
187,1787219428238445
188,1787219428271094
189,1787219428317844
190,1787219428350715
191,1787219428382659
192,1787219428413979
193,1787219428446445
194,1787219428478287
195,1787219428512220
196,1787219428542931
197,1787219428575390
