# skilleye imu stream v1
# device=xiao_esp32c6 imu=mpu6050 addr=0x68
# rate_hz=200 accel_range_g=16 gyro_range_dps=2000 dlpf_hz=94
# units: accel in g, gyro in deg/s, t_us in microseconds since boot (monotonic)
# no shared clock with the camera -- tap the racket once before each take
# so both recordings share a spike to align on
seq,t_us,ax,ay,az,gx,gy,gz
0,1393107628,0.7710,0.6318,0.3657,25.37,6.46,-47.87
1,1393112627,0.7710,0.6382,0.3696,25.67,7.20,-49.15
2,1393117630,0.7764,0.6431,0.3745,25.79,8.17,-50.73
3,1393122627,0.7783,0.6455,0.3745,25.73,9.27,-52.44
4,1393127627,0.7852,0.6235,0.3823,25.79,10.12,-54.02
5,1393132627,0.7759,0.6396,0.3760,25.79,11.34,-55.55
6,1393137627,0.7612,0.6499,0.3613,25.61,12.26,-57.13
7,1393142956,0.7412,0.6436,0.3740,25.37,13.29,-58.96
8,1393147630,0.7339,0.6362,0.3828,25.37,13.84,-59.94
9,1393152629,0.7251,0.6431,0.3755,25.67,14.57,-61.22
10,1393157631,0.7109,0.6445,0.3716,26.28,15.00,-62.50
11,1393162629,0.6870,0.6436,0.3740,27.07,15.43,-63.41
12,1393167630,0.6772,0.6357,0.3799,28.17,15.43,-64.09
13,1393172629,0.6714,0.6343,0.3750,29.45,15.37,-64.57
14,1393177628,0.6631,0.6396,0.3677,30.79,15.18,-64.94
15,1393182629,0.6523,0.6523,0.3716,32.32,15.06,-65.30
16,1393187628,0.6421,0.6548,0.3857,33.78,15.06,-65.79
17,1393192629,0.6450,0.6577,0.3877,35.30,15.00,-66.28
18,1393197630,0.6460,0.6680,0.3896,36.52,15.12,-66.77
19,1393202630,0.6514,0.6680,0.3818,37.80,15.24,-67.44
20,1393207629,0.6514,0.6665,0.3799,38.78,15.12,-68.05
21,1393212627,0.6279,0.6484,0.3818,40.24,14.94,-68.54
22,1393217773,0.6753,0.6289,0.3828,42.93,14.88,-68.84
23,1393222629,0.7031,0.6348,0.3857,44.70,14.63,-68.72
24,1393227627,0.6987,0.6348,0.3696,46.40,14.02,-68.72
25,1393232630,0.6890,0.6313,0.3647,47.80,13.17,-68.41
26,1393237628,0.6367,0.7061,0.3911,48.96,12.32,-68.60
