# skilleye imu stream v1
# device=xiao_esp32c6 imu=mpu6050 addr=0x68
# rate_hz=200 accel_range_g=16 gyro_range_dps=2000 dlpf_hz=94
# units: accel in g, gyro in deg/s, t_us in microseconds since boot (monotonic)
# no shared clock with the camera -- tap the racket once before each take
# so both recordings share a spike to align on
seq,t_us,ax,ay,az,gx,gy,gz
0,1591617629,0.6680,-0.7793,0.3369,-20.98,3.54,13.41
1,1591622633,0.6709,-0.7812,0.3364,-22.01,3.35,12.50
2,1591627628,0.6694,-0.7856,0.3345,-23.35,3.35,11.65
3,1591632629,0.6724,-0.7842,0.3296,-24.82,3.60,10.85
4,1591637629,0.6841,-0.7837,0.3379,-25.61,3.72,10.18
5,1591642629,0.7002,-0.7720,0.3374,-25.49,3.78,9.76
6,1591647628,0.7119,-0.7681,0.3330,-24.57,3.90,9.51
7,1591652999,0.7314,-0.7710,0.3311,-22.20,3.96,9.45
8,1591657630,0.7383,-0.7681,0.3428,-20.12,4.02,9.57
9,1591662629,0.7373,-0.7705,0.3384,-17.93,4.21,9.82
10,1591667629,0.7476,-0.7729,0.3462,-16.22,4.27,10.18
11,1591672817,0.7744,-0.7788,0.3496,-15.24,4.39,10.55
12,1591677629,0.7861,-0.7783,0.3584,-14.63,4.57,10.98
13,1591682629,0.7861,-0.7861,0.3682,-14.45,4.45,11.40
14,1591687629,0.7852,-0.7998,0.3623,-14.27,4.39,11.65
15,1591692629,0.7930,-0.8066,0.3594,-14.27,4.33,11.59
16,1591697629,0.7876,-0.8140,0.3525,-14.63,4.27,11.28
17,1591702629,0.7622,-0.8242,0.3530,-15.24,4.39,10.73
18,1591707628,0.7422,-0.8315,0.3594,-16.10,4.45,9.82
19,1591712798,0.7334,-0.8325,0.3594,-16.89,4.51,8.66
20,1591717629,0.7251,-0.8301,0.3579,-17.26,4.63,7.26
21,1591722629,0.7163,-0.8276,0.3462,-17.13,4.63,5.73
22,1591727629,0.7095,-0.8223,0.3462,-16.46,4.70,4.09
23,1591732629,0.7061,-0.8145,0.3398,-15.24,4.70,2.38
24,1591737629,0.7012,-0.8062,0.3359,-13.84,4.63,0.61
25,1591742628,0.6982,-0.8086,0.3301,-12.44,4.70,-1.04
26,1591747629,0.6929,-0.7954,0.3364,-11.10,4.76,-2.62
27,1591752629,0.6987,-0.7900,0.3403,-9.76,4.88,-4.15
28,1591757629,0.6948,-0.7817,0.3320,-8.54,5.00,-5.61
29,1591762628,0.6958,-0.7720,0.3286,-7.32,5.12,-7.07
30,1591767630,0.7012,-0.7593,0.3271,-6.22,5.06,-8.35
31,1591772629,0.7046,-0.7539,0.3242,-5.18,5.24,-9.57
32,1591777629,0.7056,-0.7578,0.3281,-4.51,5.37,-10.73
33,1591782627,0.7046,-0.7490,0.3257,-4.21,5.55,-11.71
34,1591787629,0.7065,-0.7461,0.3267,-4.21,5.79,-12.68
35,1591792629,0.7090,-0.7417,0.3193,-4.45,5.91,-13.54
36,1591797629,0.7124,-0.7256,0.3198,-4.39,6.04,-14.45
37,1591802629,0.7109,-0.7183,0.3120,-4.39,6.16,-15.06
38,1591807629,0.7046,-0.7070,0.3125,-4.15,6.22,-15.61
39,1591812627,0.7036,-0.6924,0.3096,-3.78,6.40,-15.85
40,1591817629,0.6973,-0.6821,0.3096,-2.93,6.46,-16.10
41,1591822631,0.6958,-0.6641,0.3081,-1.89,6.46,-15.85
42,1591827628,0.7090,-0.6416,0.3101,-0.55,6.40,-15.43
43,1591832629,0.7188,-0.6206,0.3076,0.85,6.40,-14.82
44,1591837627,0.7207,-0.6094,0.3091,2.26,6.22,-14.02
45,1591843181,0.7207,-0.5898,0.3140,3.84,5.98,-12.80
46,1591847630,0.7256,-0.5762,0.3125,4.63,5.98,-11.89
47,1591852629,0.7285,-0.5664,0.3130,5.30,5.79,-10.61
48,1591857629,0.7246,-0.5576,0.3091,5.18,5.79,-9.39
49,1591862628,0.7217,-0.5464,0.3145,4.63,5.67,-7.99
50,1591867630,0.7354,-0.5527,0.3110,3.41,5.67,-6.46
51,1591872629,0.7446,-0.5547,0.3086,1.34,5.85,-4.94
52,1591877629,0.7339,-0.5615,0.3110,-1.59,5.98,-3.72
53,1591882628,0.7119,-0.5811,0.3096,-5.37,6.16,-2.74
54,1591887629,0.7139,-0.5845,0.2988,-9.51,6.40,-1.89
55,1591892629,0.7051,-0.5947,0.3018,-13.41,6.71,-1.22
56,1591897629,0.6919,-0.6060,0.2998,-16.95,6.95,-0.67
57,1591902628,0.6807,-0.6196,0.3071,-19.63,7.26,-0.30
58,1591907629,0.6675,-0.6396,0.3057,-21.16,7.38,-0.12
59,1591912948,0.6655,-0.6372,0.3140,-21.34,7.56,0.18
60,1591917629,0.6592,-0.6387,0.3066,-19.82,7.80,0.55
61,1591922629,0.6421,-0.6421,0.3145,-16.65,8.05,0.85
62,1591927629,0.6548,-0.6436,0.3232,-12.26,7.87,1.34
63,1591932627,0.6733,-0.6406,0.3237,-7.13,7.93,1.89
64,1591937629,0.6577,-0.6470,0.3203,-1.77,7.80,2.44
65,1591942627,0.6455,-0.6470,0.3164,2.93,7.62,2.99
66,1591947629,0.6392,-0.6392,0.3223,6.77,7.62,3.23
67,1591952631,0.6406,-0.6436,0.3291,9.09,7.50,3.41
68,1591957627,0.6421,-0.6479,0.3252,10.06,7.56,3.23
69,1591962629,0.6479,-0.6460,0.3252,9.70,7.44,3.05
70,1591967629,0.6421,-0.6479,0.3213,8.54,7.56,2.68
71,1591972629,0.6426,-0.6533,0.3193,6.71,7.44,2.13
72,1591977627,0.6436,-0.6523,0.3184,4.57,7.38,1.52
73,1591982629,0.6455,-0.6553,0.3193,1.95,7.38,0.91
74,1591987628,0.6592,-0.6675,0.3257,-0.67,7.38,0.18
75,1591992629,0.6602,-0.6660,0.3267,-3.23,7.44,-0.30
76,1591997629,0.6685,-0.6689,0.3320,-5.24,7.68,-0.67
77,1592002629,0.6689,-0.6660,0.3384,-6.22,7.80,-1.04
78,1592007628,0.6831,-0.6694,0.3452,-5.85,7.80,-1.04
79,1592012629,0.7002,-0.6616,0.3452,-3.72,8.05,-0.73
80,1592017627,0.7173,-0.6519,0.3467,0.18,8.17,-0.18
81,1592022629,0.7256,-0.6460,0.3467,5.06,7.99,0.85
82,1592027628,0.7344,-0.6426,0.3486,10.18,7.74,2.01
83,1592032629,0.7480,-0.6387,0.3569,14.82,7.62,3.35
84,1592037627,0.7651,-0.6406,0.3516,18.35,7.38,4.94
85,1592042629,0.7749,-0.6470,0.3462,20.43,7.13,6.46
86,1592047628,0.7593,-0.6509,0.3442,20.12,6.71,7.68
87,1592052629,0.7515,-0.6626,0.3438,17.32,6.40,8.72
88,1592057628,0.7559,-0.6777,0.3496,12.44,6.22,9.27
89,1592063169,0.7393,-0.6885,0.3398,4.70,5.85,9.63
90,1592067630,0.7251,-0.6997,0.3413,-1.10,5.79,9.51
91,1592072629,0.7188,-0.7075,0.3389,-8.11,5.43,9.51
92,1592077629,0.7090,-0.7173,0.3394,-13.90,5.06,9.21
93,1592082627,0.7090,-0.7246,0.3467,-17.93,4.63,9.09
94,1592087627,0.7046,-0.7310,0.3467,-19.94,3.90,9.02
95,1592092627,0.7085,-0.7373,0.3491,-20.00,3.41,9.21
96,1592097629,0.7031,-0.7456,0.3530,-17.99,2.87,9.63
97,1592102630,0.7075,-0.7461,0.3525,-14.45,2.07,10.06
98,1592107629,0.7090,-0.7544,0.3560,-10.12,1.28,10.61
99,1592112628,0.7119,-0.7651,0.3555,-5.55,0.61,10.98
100,1592117629,0.7012,-0.7754,0.3604,-1.52,-0.24,11.28
101,1592122630,0.6953,-0.7798,0.3633,1.46,-1.04,11.34
