frame_index,wall_clock_us
0,1787219327416630
1,1787219327427374
2,1787219327436414
3,1787219327446257
4,1787219327493493
5,1787219327526289
6,1787219327536744
7,1787219327560317
8,1787219327589846
9,1787219327621931
10,1787219327654036
11,1787219327686585
12,1787219327718145
13,1787219327782104
14,1787219327813940
15,1787219327845724
16,1787219327893754
17,1787219327925235
18,1787219327933659
19,1787219327956958
20,1787219327989432
21,1787219328021715
22,1787219328053624
23,1787219328085379
24,1787219328117727
25,1787219328181583
26,1787219328213051
27,1787219328246006
28,1787219328293268
29,1787219328325995
30,1787219328334499
31,1787219328358074
32,1787219328390612
33,1787219328423113
34,1787219328452811
35,1787219328485188
36,1787219328516639
37,1787219328581214
38,1787219328610298
39,1787219328645933
40,1787219328693473
41,1787219328725311
42,1787219328733547
43,1787219328757044
44,1787219328789155
45,1787219328821942
46,1787219328852780
47,1787219328885041
48,1787219328917867
49,1787219328980761
50,1787219329013133
51,1787219329045160
52,1787219329093251
53,1787219329125034
54,1787219329133408
55,1787219329156792
56,1787219329188870
57,1787219329221015
58,1787219329252214
59,1787219329284262
60,1787219329318057
61,1787219329381171
62,1787219329412481
63,1787219329446430
64,1787219329494917
65,1787219329525894
66,1787219329535485
67,1787219329556360
68,1787219329589265
69,1787219329622352
70,1787219329653130
71,1787219329685513
72,1787219329717253
73,1787219329780109
74,1787219329812647
75,1787219329844719
76,1787219329893774
77,1787219329921628
78,1787219329929888
79,1787219329957414
80,1787219329989684
81,1787219330020821
82,1787219330053876
83,1787219330084386
84,1787219330118171
85,1787219330181787
86,1787219330213726
87,1787219330245278
88,1787219330293567
89,1787219330324736
90,1787219330332834
91,1787219330357283
92,1787219330389161
93,1787219330421483
94,1787219330453235
95,1787219330485366
96,1787219330517464
97,1787219330582171
98,1787219330611756
99,1787219330645159
100,1787219330693374
101,1787219330726640
102,1787219330735639
103,1787219330757282
104,1787219330788769
105,1787219330821050
106,1787219330852917
107,1787219330884915
108,1787219330917200
109,1787219330979025
110,1787219331013462
111,1787219331045159
112,1787219331093430
113,1787219331125356
114,1787219331133602
115,1787219331157246
116,1787219331189349
117,1787219331220928
118,1787219331250981
119,1787219331284759
120,1787219331317734
121,1787219331381930
122,1787219331413735
123,1787219331444907
124,1787219331493531
125,1787219331521341
126,1787219331529723
127,1787219331557273
128,1787219331585517
129,1787219331621428
130,1787219331653492
131,1787219331685465
132,1787219331717832
133,1787219331781709
134,1787219331813680
135,1787219331845690
136,1787219331894301
137,1787219331921627
138,1787219331930116
139,1787219331957503
140,1787219331988708
141,1787219332020441
142,1787219332053189
143,1787219332085026
144,1787219332117706
145,1787219332181178
146,1787219332213652
147,1787219332247200
148,1787219332292782
149,1787219332324629
150,1787219332333004
151,1787219332356520
152,1787219332389480
153,1787219332420234
154,1787219332453388
155,1787219332485300
156,1787219332516875
157,1787219332581331
158,1787219332610131
159,1787219332645454
160,1787219332693668
161,1787219332723605
162,1787219332732029
163,1787219332755948
164,1787219332789793
165,1787219332821415
166,1787219332853440
167,1787219332885514
168,1787219332918137
169,1787219332981653
170,1787219333014713
171,1787219333045431
172,1787219333093069
173,1787219333125805
