frame_index,wall_clock_us
0,1787219090345458
1,1787219090355225
2,1787219090372809
3,1787219090405219
4,1787219090436819
5,1787219090468697
6,1787219090500681
7,1787219090548812
8,1787219090580861
9,1787219090612208
10,1787219090643890
11,1787219090676341
12,1787219090711056
13,1787219090740820
14,1787219090772894
15,1787219090804664
16,1787219090836379
17,1787219090867490
18,1787219090900403
19,1787219090948000
20,1787219090979988
21,1787219091014500
22,1787219091044572
23,1787219091078208
24,1787219091108677
25,1787219091140820
26,1787219091172574
27,1787219091200245
28,1787219091237145
29,1787219091268200
30,1787219091299703
31,1787219091347820
32,1787219091379613
33,1787219091411706
34,1787219091443381
35,1787219091476143
36,1787219091506950
37,1787219091539651
38,1787219091572100
39,1787219091604206
40,1787219091636291
41,1787219091667723
42,1787219091696752
43,1787219091745692
44,1787219091779743
45,1787219091807962
46,1787219091844323
47,1787219091876409
48,1787219091908692
49,1787219091942261
50,1787219091971639
51,1787219092004056
52,1787219092036022
53,1787219092067744
54,1787219092100141
55,1787219092147827
56,1787219092180548
57,1787219092212254
58,1787219092244781
59,1787219092276001
60,1787219092308447
61,1787219092339376
62,1787219092372438
63,1787219092403396
64,1787219092435391
65,1787219092467935
66,1787219092499414
67,1787219092550610
68,1787219092580196
69,1787219092612198
70,1787219092645127
71,1787219092675752
72,1787219092708125
73,1787219092739738
74,1787219092772202
75,1787219092804200
76,1787219092835627
77,1787219092868121
78,1787219092900709
79,1787219092947252
80,1787219092981138
81,1787219093012487
82,1787219093044681
83,1787219093075176
84,1787219093108067
85,1787219093140071
86,1787219093172672
87,1787219093203559
88,1787219093235693
89,1787219093268005
90,1787219093298065
91,1787219093346918
92,1787219093379886
93,1787219093412920
94,1787219093443586
95,1787219093475121
96,1787219093505853
97,1787219093540211
98,1787219093571772
99,1787219093604302
100,1787219093636371
101,1787219093667916
102,1787219093703978
103,1787219093745809
104,1787219093780353
105,1787219093813576
106,1787219093843429
107,1787219093875453
108,1787219093907489
109,1787219093939492
110,1787219093971979
111,1787219094004051
112,1787219094035471
113,1787219094067969
114,1787219094100495
115,1787219094146115
116,1787219094180174
117,1787219094211604
118,1787219094243686
119,1787219094275466
120,1787219094308202
121,1787219094340130
122,1787219094372375
123,1787219094404116
124,1787219094436208
125,1787219094467777
126,1787219094500567
127,1787219094548858
128,1787219094583033
129,1787219094612164
130,1787219094644000
131,1787219094675935
132,1787219094708409
133,1787219094740387
134,1787219094771976
135,1787219094804499
136,1787219094836329
137,1787219094868961
138,1787219094898332
139,1787219094948218
140,1787219094980074
141,1787219095012130
142,1787219095043807
143,1787219095076753
144,1787219095108182
145,1787219095140022
146,1787219095172373
147,1787219095203910
148,1787219095236052
149,1787219095268562
150,1787219095300525
151,1787219095348485
152,1787219095379511
153,1787219095411693
154,1787219095442524
155,1787219095476061
156,1787219095506936
157,1787219095540422
158,1787219095572062
159,1787219095604376
160,1787219095638234
161,1787219095671033
162,1787219095700734
163,1787219095748068
164,1787219095779849
165,1787219095811494
166,1787219095843486
167,1787219095876863
168,1787219095907714
169,1787219095939658
170,1787219095972149
171,1787219096005161
172,1787219096037183
173,1787219096068227
174,1787219096099537
175,1787219096147153
176,1787219096180160
