"Id";"Designator";"Footprint";"Quantity";"Designation";"Supplier and ref";
1;"BT1";"SolderWirePad_2x01_SMD_1.5x3mm";1;"Battery_Cell";;;
2;"J1";"TP4056_breakout";1;"TP4056 Breakout";;;
3;"SW1";"SW_Slide_SPDT_Straight_CK_OS102011MS2Q";1;"SW_SPDT";;;
4;"U1";"XIAO-ESP32-C6-SMD";1;"XIAO-ESP32-C6-SMD";;;
5;"U2";"MODULE_GY-521";1;"GY-521";;;
